X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,F,Y,Improvement,TREATMENT_NAME,MinTreatment,FollowRec,GroupId,ABS_Improvement,Total_Nbr_Follow_Rec,Total_Y_Follow_Rec,Total_Nbr_Not_Follow_Rec,Total_Y_Not_Follow_Rec,UPLIFT
49.0,9.0,14.0,75.0,15.0,2.0,6.0,18.0,5.0,37.0,25.0,12.0,16.0,1.0,8.0,72.0,48.0,36.0,66.0,21.0,1.0,0,0.6735586769048061,F,8.5,0.0,5,0.6735586769048061,0.0,0.0,1.0,0.0,0.0
39.0,7.0,11.0,61.0,25.0,40.0,13.0,48.0,17.0,28.0,68.0,37.0,36.0,77.0,71.0,42.0,84.0,12.0,34.0,65.0,10.0,1,0.6735586769048061,F,8.5,1.0,5,0.6735586769048061,1.0,1.0,1.0,0.0,1.0
61.0,38.0,3.0,97.0,53.0,31.0,64.0,48.0,61.0,50.0,55.0,75.0,79.0,27.0,55.0,26.0,62.0,24.0,25.0,62.0,1.0,0,0.6735586769048061,F,8.5,0.0,5,0.6735586769048061,1.0,1.0,2.0,0.0,1.0
96.0,7.0,29.0,51.0,12.0,2.0,64.0,39.0,41.0,42.0,86.0,12.0,43.0,68.0,20.0,65.0,9.0,55.0,56.0,63.0,1.0,0,0.6735586769048061,F,8.5,0.0,5,0.6735586769048061,1.0,1.0,3.0,0.0,1.0
32.0,37.0,6.0,102.0,41.0,82.0,26.0,89.0,66.0,55.0,28.0,4.0,74.0,27.0,74.0,25.0,9.0,90.0,21.0,52.0,9.0,1,0.6735586769048061,F,8.5,1.0,5,0.6735586769048061,2.0,2.0,3.0,0.0,1.0
71.0,44.0,86.0,17.0,8.0,28.0,33.0,39.0,37.0,56.0,50.0,58.0,18.0,5.0,72.0,65.0,33.0,67.0,21.0,62.0,8.0,1,0.6735586769048061,F,8.5,0.0,5,0.6735586769048061,2.0,2.0,4.0,1.0,0.75
63.0,30.0,22.0,88.0,8.0,23.0,24.0,79.0,3.0,5.0,86.0,12.0,33.0,79.0,61.0,27.0,29.0,14.0,72.0,84.0,1.0,0,0.6735586769048061,F,8.5,0.0,5,0.6735586769048061,2.0,2.0,5.0,1.0,0.8
59.0,33.0,50.0,109.0,5.0,1.0,20.0,87.0,47.0,67.0,1.0,34.0,16.0,59.0,72.0,40.0,84.0,39.0,22.0,86.0,1.0,1,0.6735586769048061,F,8.5,0.0,5,0.6735586769048061,2.0,2.0,6.0,2.0,0.6666666666666667
61.0,2.0,76.0,14.0,49.0,78.0,43.0,48.0,56.0,6.0,81.0,68.0,67.0,53.0,21.0,59.0,66.0,49.0,37.0,48.0,1.0,0,0.6735586769048061,F,8.5,0.0,5,0.6735586769048061,2.0,2.0,7.0,2.0,0.7142857142857143
60.0,65.0,17.0,49.0,1.0,13.0,41.0,12.0,47.0,22.0,42.0,71.0,12.0,57.0,78.0,22.0,38.0,64.0,57.0,76.0,10.0,1,0.6735586769048061,F,8.5,1.0,5,0.6735586769048061,3.0,3.0,7.0,2.0,0.7142857142857143
30.0,44.0,1.0,21.0,15.0,20.0,77.0,12.0,56.0,56.0,66.0,49.0,44.0,55.0,78.0,8.0,15.0,41.0,26.0,27.0,10.0,1,0.6735586769048061,F,8.5,1.0,5,0.6735586769048061,4.0,4.0,7.0,2.0,0.7142857142857143
89.0,39.0,27.0,85.0,16.0,53.0,9.0,90.0,44.0,16.0,86.0,14.0,55.0,34.0,22.0,16.0,29.0,67.0,47.0,79.0,1.0,1,0.6735586769048061,F,8.5,0.0,5,0.6735586769048061,4.0,4.0,8.0,3.0,0.625
42.0,30.0,86.0,44.0,58.0,89.0,33.0,9.0,7.0,2.0,51.0,37.0,18.0,55.0,58.0,25.0,77.0,38.0,26.0,24.0,5.0,0,0.6735586769048061,F,8.5,0.0,5,0.6735586769048061,4.0,4.0,9.0,3.0,0.6666666666666667
59.0,13.0,50.0,36.0,53.0,53.0,36.0,11.0,50.0,24.0,72.0,70.0,73.0,27.0,20.0,37.0,32.0,82.0,58.0,31.0,1.0,0,0.6735586769048061,F,8.5,0.0,5,0.6735586769048061,4.0,4.0,10.0,3.0,0.7
