X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,F,Y,Improvement,TREATMENT_NAME,MinTreatment,FollowRec,GroupId,ABS_Improvement,Total_Nbr_Follow_Rec,Total_Y_Follow_Rec,Total_Nbr_Not_Follow_Rec,Total_Y_Not_Follow_Rec,UPLIFT
28.0,72.0,92.0,17.0,77.0,17.0,78.0,29.0,20.0,77.0,41.0,74.0,46.0,93.0,58.0,45.0,80.0,40.0,75.0,91.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,1.0,1.0,0.0,0.0,1.0
16.0,75.0,40.0,73.0,42.0,40.0,84.0,1.0,33.0,64.0,28.0,15.0,22.0,85.0,52.0,19.0,65.0,58.0,18.0,39.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,1.0,1.0,1.0,0.0,1.0
15.0,30.0,63.0,4.0,47.0,42.0,84.0,94.0,9.0,91.0,24.0,52.0,40.0,22.0,8.0,7.0,23.0,42.0,10.0,2.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,1.0,1.0,2.0,0.0,1.0
66.0,32.0,54.0,54.0,46.0,42.0,78.0,17.0,60.0,93.0,14.0,17.0,16.0,11.0,79.0,14.0,55.0,49.0,33.0,81.0,1.0,1,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,1.0,1.0,3.0,1.0,0.6666666666666667
45.0,28.0,59.0,66.0,55.0,54.0,80.0,31.0,76.0,80.0,59.0,11.0,44.0,64.0,28.0,71.0,80.0,61.0,16.0,27.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,1.0,1.0,4.0,1.0,0.75
32.0,68.0,50.0,30.0,75.0,43.0,84.0,29.0,1.0,80.0,28.0,3.0,2.0,93.0,82.0,45.0,31.0,13.0,71.0,37.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,1.0,1.0,5.0,1.0,0.8
72.0,19.0,30.0,60.0,46.0,2.0,84.0,73.0,81.0,76.0,32.0,11.0,11.0,36.0,32.0,41.0,46.0,38.0,26.0,83.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,1.0,1.0,6.0,1.0,0.8333333333333334
41.0,54.0,10.0,53.0,19.0,17.0,81.0,16.0,92.0,83.0,23.0,12.0,34.0,85.0,25.0,16.0,43.0,28.0,14.0,37.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,1.0,1.0,7.0,1.0,0.8571428571428572
49.0,47.0,59.0,73.0,21.0,76.0,84.0,73.0,42.0,51.0,62.0,19.0,22.0,58.0,83.0,29.0,15.0,56.0,70.0,9.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,1.0,1.0,8.0,1.0,0.875
30.0,65.0,60.0,15.0,9.0,17.0,78.0,46.0,22.0,51.0,7.0,15.0,19.0,35.0,78.0,61.0,15.0,12.0,50.0,25.0,1.0,1,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,1.0,1.0,9.0,2.0,0.7777777777777778
71.0,34.0,57.0,26.0,25.0,35.0,84.0,3.0,45.0,23.0,14.0,63.0,74.0,38.0,61.0,22.0,63.0,17.0,42.0,85.0,1.0,1,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,1.0,1.0,10.0,3.0,0.7
26.0,32.0,59.0,54.0,63.0,42.0,84.0,78.0,9.0,77.0,48.0,24.0,74.0,86.0,5.0,59.0,31.0,28.0,63.0,52.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,2.0,2.0,10.0,3.0,0.7
18.0,79.0,7.0,73.0,63.0,35.0,79.0,11.0,7.0,80.0,22.0,9.0,71.0,85.0,1.0,47.0,63.0,42.0,68.0,91.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,3.0,3.0,10.0,3.0,0.7
76.0,80.0,83.0,53.0,8.0,69.0,78.0,71.0,55.0,69.0,48.0,31.0,15.0,33.0,69.0,34.0,82.0,42.0,6.0,10.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,4.0,4.0,10.0,3.0,0.7
82.0,6.0,78.0,34.0,22.0,84.0,84.0,65.0,88.0,43.0,10.0,54.0,31.0,93.0,10.0,70.0,53.0,50.0,5.0,97.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,4.0,4.0,11.0,3.0,0.7272727272727273
4.0,10.0,65.0,63.0,55.0,87.0,84.0,12.0,64.0,74.0,16.0,78.0,34.0,36.0,86.0,30.0,82.0,31.0,12.0,53.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,4.0,4.0,12.0,3.0,0.75
84.0,49.0,3.0,53.0,75.0,86.0,78.0,96.0,39.0,1.0,75.0,69.0,83.0,11.0,45.0,57.0,55.0,27.0,37.0,58.0,1.0,1,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,4.0,4.0,13.0,4.0,0.6923076923076923
35.0,43.0,90.0,4.0,61.0,88.0,84.0,29.0,30.0,55.0,46.0,59.0,13.0,31.0,41.0,25.0,32.0,4.0,60.0,87.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,4.0,4.0,14.0,4.0,0.7142857142857143
54.0,48.0,78.0,54.0,59.0,49.0,78.0,31.0,29.0,32.0,4.0,14.0,31.0,20.0,65.0,29.0,82.0,42.0,63.0,43.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,5.0,5.0,14.0,4.0,0.7142857142857143
31.0,6.0,81.0,15.0,75.0,92.0,80.0,86.0,69.0,22.0,47.0,17.0,15.0,53.0,13.0,17.0,65.0,33.0,33.0,84.0,1.0,1,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,5.0,5.0,15.0,5.0,0.6666666666666667
31.0,78.0,21.0,48.0,34.0,61.0,84.0,78.0,73.0,82.0,47.0,22.0,37.0,45.0,6.0,85.0,72.0,26.0,65.0,48.0,1.0,1,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,5.0,5.0,16.0,6.0,0.625
40.0,19.0,86.0,50.0,34.0,74.0,80.0,80.0,65.0,23.0,27.0,59.0,54.0,53.0,86.0,40.0,61.0,41.0,18.0,97.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,6.0,6.0,16.0,6.0,0.625
14.0,74.0,54.0,38.0,76.0,19.0,81.0,15.0,23.0,93.0,45.0,67.0,78.0,15.0,36.0,61.0,26.0,1.0,14.0,102.0,1.0,1,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,6.0,6.0,17.0,7.0,0.5882352941176471
76.0,74.0,92.0,32.0,34.0,10.0,79.0,67.0,17.0,73.0,22.0,65.0,34.0,72.0,4.0,27.0,3.0,17.0,68.0,102.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,6.0,6.0,18.0,7.0,0.6111111111111112
44.0,41.0,42.0,53.0,59.0,1.0,82.0,12.0,44.0,23.0,42.0,67.0,74.0,20.0,56.0,29.0,18.0,40.0,37.0,1.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,7.0,7.0,18.0,7.0,0.6111111111111112
18.0,81.0,78.0,39.0,69.0,37.0,79.0,22.0,22.0,73.0,82.0,31.0,11.0,19.0,45.0,69.0,6.0,7.0,58.0,21.0,1.0,1,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,7.0,7.0,19.0,8.0,0.5789473684210527
42.0,1.0,50.0,13.0,30.0,27.0,84.0,4.0,85.0,64.0,72.0,8.0,24.0,12.0,6.0,48.0,64.0,12.0,71.0,79.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,7.0,7.0,20.0,8.0,0.6
53.0,17.0,60.0,35.0,75.0,87.0,84.0,13.0,59.0,54.0,66.0,9.0,82.0,72.0,25.0,3.0,36.0,51.0,33.0,37.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,7.0,7.0,21.0,8.0,0.6190476190476191
26.0,53.0,95.0,53.0,75.0,60.0,84.0,39.0,20.0,80.0,82.0,15.0,71.0,75.0,88.0,33.0,49.0,7.0,35.0,11.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,8.0,8.0,21.0,8.0,0.6190476190476191
35.0,56.0,10.0,35.0,32.0,31.0,84.0,45.0,23.0,48.0,8.0,7.0,39.0,35.0,37.0,60.0,39.0,29.0,63.0,94.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,8.0,8.0,22.0,8.0,0.6363636363636364
18.0,38.0,90.0,8.0,70.0,36.0,78.0,37.0,23.0,49.0,68.0,9.0,82.0,38.0,11.0,32.0,80.0,34.0,60.0,92.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,8.0,8.0,23.0,8.0,0.6521739130434783
15.0,30.0,16.0,48.0,40.0,60.0,84.0,62.0,15.0,94.0,82.0,59.0,32.0,22.0,56.0,52.0,84.0,38.0,12.0,21.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,8.0,8.0,24.0,8.0,0.6666666666666667
17.0,32.0,90.0,53.0,40.0,42.0,84.0,74.0,88.0,73.0,53.0,59.0,6.0,87.0,63.0,41.0,11.0,11.0,26.0,73.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,8.0,8.0,25.0,8.0,0.6799999999999999
5.0,47.0,59.0,13.0,75.0,2.0,82.0,96.0,28.0,20.0,45.0,34.0,48.0,35.0,58.0,78.0,67.0,15.0,56.0,53.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,9.0,9.0,25.0,8.0,0.6799999999999999
30.0,4.0,9.0,30.0,8.0,48.0,84.0,35.0,23.0,72.0,76.0,65.0,27.0,58.0,76.0,48.0,57.0,49.0,44.0,47.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,10.0,10.0,25.0,8.0,0.6799999999999999
2.0,42.0,41.0,30.0,55.0,74.0,78.0,31.0,66.0,26.0,82.0,40.0,39.0,71.0,64.0,66.0,61.0,31.0,4.0,7.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,11.0,11.0,25.0,8.0,0.6799999999999999
28.0,34.0,74.0,64.0,42.0,16.0,79.0,29.0,15.0,20.0,40.0,53.0,25.0,41.0,39.0,32.0,21.0,18.0,44.0,39.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,11.0,11.0,26.0,8.0,0.6923076923076923
18.0,41.0,78.0,53.0,32.0,76.0,78.0,46.0,52.0,35.0,74.0,80.0,13.0,31.0,34.0,87.0,28.0,13.0,24.0,53.0,1.0,0,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,11.0,11.0,27.0,8.0,0.7037037037037037
37.0,53.0,6.0,73.0,8.0,58.0,84.0,96.0,46.0,55.0,48.0,61.0,44.0,13.0,39.0,7.0,55.0,51.0,62.0,84.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,12.0,12.0,27.0,8.0,0.7037037037037037
41.0,60.0,36.0,43.0,34.0,26.0,78.0,8.0,6.0,92.0,78.0,57.0,54.0,1.0,44.0,29.0,16.0,22.0,23.0,74.0,6.0,1,0.7812050561203789,F,1.5,1.0,5,0.7812050561203789,13.0,13.0,27.0,8.0,0.7037037037037037
18.0,53.0,95.0,40.0,59.0,11.0,80.0,42.0,72.0,40.0,49.0,86.0,19.0,18.0,52.0,13.0,9.0,17.0,65.0,39.0,1.0,1,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,13.0,13.0,28.0,9.0,0.6785714285714286
75.0,67.0,17.0,60.0,9.0,10.0,84.0,94.0,32.0,66.0,45.0,44.0,27.0,88.0,58.0,43.0,85.0,17.0,73.0,25.0,1.0,1,0.7812050561203789,F,1.5,0.0,5,0.7812050561203789,13.0,13.0,29.0,10.0,0.6551724137931034
