AUC,FolderNbr
27.319723944444444,20.0
26.590219166666643,15.0
26.4899641666667,18.0
26.44675633333332,16.0
26.08289358333332,23.0
26.015164833333333,21.0
25.97513844444445,27.0
25.753161583333334,17.0
25.703541611111117,19.0
25.614330222222222,24.0
25.47882122222223,7.0
25.373737583333337,26.0
25.29044047222221,22.0
25.27995858333334,14.0
24.847812555555564,25.0
24.565316166666655,11.0
24.523862111111104,28.0
24.366813388888897,10.0
24.349090916666658,12.0
24.298329722222235,9.0
24.24410013888889,29.0
24.133736666666657,40.0
24.133057916666665,30.0
24.06731466666667,13.0
23.94496686111113,32.0
23.903934888888884,31.0
23.861604361111112,33.0
23.751717611111122,34.0
23.606910027777776,36.0
23.584784444444452,35.0
23.500297194444464,37.0
23.452248805555563,38.0
23.437443472222213,39.0
23.330144999999998,8.0
23.273084194444433,41.0
23.270400833333323,43.0
23.251490361111095,42.0
23.16447102777777,44.0
23.061085999999996,45.0
22.991922833333334,46.0
22.872710500000014,47.0
22.871791833333344,48.0
22.845739666666674,49.0
22.783280166666675,50.0
22.589624583333336,4.0
22.38990116666668,5.0
21.653675250000013,6.0
19.113547916666658,2.0
18.013239305555544,3.0
16.679364222222215,1.0
