AUC,FolderNbr
6.225585833333331,2.0
5.690587138888888,3.0
5.57695316666667,1.0
4.63481061111111,11.0
4.622162944444445,10.0
4.596218666666667,4.0
4.512920833333335,5.0
4.020760000000001,8.0
3.9911486666666707,7.0
3.8398663333333336,9.0
3.6839669166666646,15.0
2.8014090555555575,12.0
2.4042168333333316,24.0
2.402665749999998,19.0
2.366087416666666,20.0
2.236087166666666,6.0
2.0485230000000016,41.0
2.0398263333333335,40.0
1.929241750000001,13.0
1.906786416666668,14.0
1.8635527777777785,18.0
1.8483251944444448,23.0
1.8079753611111102,22.0
1.8076349999999994,27.0
1.6739295000000014,39.0
1.6122977777777778,50.0
1.6025234999999993,29.0
1.5556680000000003,49.0
1.5530245000000007,28.0
1.4976424166666664,17.0
1.4751150833333335,16.0
1.4602320000000013,37.0
1.4563414999999995,47.0
1.2606273333333329,21.0
1.237856333333334,38.0
1.176674083333334,46.0
1.16210225,31.0
1.16210225,32.0
1.161925333333334,25.0
1.161925333333334,26.0
0.786741,48.0
0.6138783333333333,35.0
0.5473665000000001,34.0
0.49369683333333353,45.0
0.4163079999999998,30.0
0.3359334166666663,33.0
0.11979333333333346,36.0
-0.19139744444444434,44.0
-0.2218285,43.0
-0.6333382500000002,42.0
