AUC,Kendall,Spearman,epsilonOb,epsilonEff,epsilonTreat,AUC_Kendal
32.80701466666667,0.9999999999999999,0.9999999999999999,0.15,0.45,0.3,1.9851541240612085
32.80701466666667,0.9999999999999999,0.9999999999999999,0.15,0.45,0.5,1.9851541240612085
32.80701466666667,0.9999999999999999,0.9999999999999999,0.15,0.45,0.35,1.9851541240612085
32.80701466666667,0.9999999999999999,0.9999999999999999,0.15,0.45,0.4,1.9851541240612085
32.80701466666667,0.9999999999999999,0.9999999999999999,0.15,0.45,0.45,1.9851541240612085
33.236437166666676,0.9555555555555554,0.9878787878787878,0.1,0.15,0.35,1.953604706827805
33.236437166666676,0.9555555555555554,0.9878787878787878,0.1,0.15,0.4,1.953604706827805
33.236437166666676,0.9555555555555554,0.9878787878787878,0.1,0.15,0.45,1.953604706827805
33.236437166666676,0.9555555555555554,0.9878787878787878,0.1,0.15,0.5,1.953604706827805
33.236437166666676,0.9555555555555554,0.9878787878787878,0.1,0.15,0.3,1.953604706827805
33.11303583333334,0.9555555555555554,0.9878787878787878,0.15,0.25,0.1,1.9498991172249966
33.11303583333334,0.9555555555555554,0.9878787878787878,0.15,0.25,0.25,1.9498991172249966
33.11303583333334,0.9555555555555554,0.9878787878787878,0.15,0.25,0.2,1.9498991172249966
33.11303583333334,0.9555555555555554,0.9878787878787878,0.15,0.25,0.15,1.9498991172249966
33.11303583333334,0.9555555555555554,0.9878787878787878,0.15,0.25,0.05,1.9498991172249966
33.06075583333332,0.9555555555555554,0.9878787878787878,0.1,0.2,0.45,1.9483292134062782
33.06075583333332,0.9555555555555554,0.9878787878787878,0.1,0.2,0.4,1.9483292134062782
33.06075583333332,0.9555555555555554,0.9878787878787878,0.1,0.2,0.35,1.9483292134062782
33.06075583333332,0.9555555555555554,0.9878787878787878,0.1,0.2,0.3,1.9483292134062782
33.06075583333332,0.9555555555555554,0.9878787878787878,0.1,0.2,0.5,1.9483292134062782
32.66488616666668,0.9555555555555554,0.9878787878787878,0.1,0.15,0.25,1.936441736332553
32.66488616666668,0.9555555555555554,0.9878787878787878,0.1,0.15,0.2,1.936441736332553
32.66488616666668,0.9555555555555554,0.9878787878787878,0.1,0.15,0.15,1.936441736332553
32.66488616666668,0.9555555555555554,0.9878787878787878,0.1,0.15,0.1,1.936441736332553
32.66488616666668,0.9555555555555554,0.9878787878787878,0.1,0.15,0.05,1.936441736332553
32.60607333333331,0.9555555555555554,0.9878787878787878,0.05,0.4,0.3,1.9346756595988182
32.60607333333331,0.9555555555555554,0.9878787878787878,0.05,0.4,0.4,1.9346756595988182
32.60607333333331,0.9555555555555554,0.9878787878787878,0.05,0.4,0.35,1.9346756595988182
32.60607333333331,0.9555555555555554,0.9878787878787878,0.05,0.4,0.5,1.9346756595988182
32.60607333333331,0.9555555555555554,0.9878787878787878,0.05,0.4,0.45,1.9346756595988182
33.254921333333336,0.911111111111111,0.9636363636363635,0.15,0.25,0.45,1.9097153190749405
33.254921333333336,0.911111111111111,0.9636363636363635,0.15,0.25,0.4,1.9097153190749405
33.254921333333336,0.911111111111111,0.9636363636363635,0.15,0.25,0.35,1.9097153190749405
33.254921333333336,0.911111111111111,0.9636363636363635,0.15,0.25,0.3,1.9097153190749405
33.254921333333336,0.911111111111111,0.9636363636363635,0.15,0.25,0.5,1.9097153190749405
32.79553583333335,0.911111111111111,0.9757575757575757,0.05,0.2,0.15,1.8959205399870789
32.79553583333335,0.911111111111111,0.9757575757575757,0.05,0.2,0.2,1.8959205399870789
32.79553583333335,0.911111111111111,0.9757575757575757,0.05,0.2,0.25,1.8959205399870789
32.79553583333335,0.911111111111111,0.9757575757575757,0.05,0.2,0.1,1.8959205399870789
32.79553583333335,0.911111111111111,0.9757575757575757,0.05,0.2,0.05,1.8959205399870789
32.48057983333335,0.911111111111111,0.9757575757575757,0.05,0.4,0.25,1.886462800371012
32.48057983333335,0.911111111111111,0.9757575757575757,0.05,0.4,0.2,1.886462800371012
32.48057983333335,0.911111111111111,0.9757575757575757,0.05,0.4,0.05,1.886462800371012
32.48057983333335,0.911111111111111,0.9757575757575757,0.05,0.4,0.1,1.886462800371012
32.48057983333335,0.911111111111111,0.9757575757575757,0.05,0.4,0.15,1.886462800371012
33.301403166666674,0.8666666666666666,0.9515151515151514,0.05,0.2,0.3,1.8666666666666667
33.301403166666674,0.8666666666666666,0.9515151515151514,0.05,0.2,0.35,1.8666666666666667
33.301403166666674,0.8666666666666666,0.9515151515151514,0.05,0.2,0.4,1.8666666666666667
33.301403166666674,0.8666666666666666,0.9515151515151514,0.05,0.2,0.5,1.8666666666666667
33.301403166666674,0.8666666666666666,0.9515151515151514,0.05,0.2,0.45,1.8666666666666667
32.70047633333334,0.8666666666666666,0.9515151515151514,0.05,0.1,0.2,1.8486215761842681
32.70047633333334,0.8666666666666666,0.9515151515151514,0.05,0.1,0.15,1.8486215761842681
32.70047633333334,0.8666666666666666,0.9515151515151514,0.05,0.1,0.1,1.8486215761842681
32.70047633333334,0.8666666666666666,0.9515151515151514,0.05,0.1,0.05,1.8486215761842681
32.70047633333334,0.8666666666666666,0.9515151515151514,0.05,0.1,0.25,1.8486215761842681
32.555211,0.8666666666666666,0.9272727272727272,0.15,0.45,0.1,1.8442594376699744
32.555211,0.8666666666666666,0.9272727272727272,0.15,0.45,0.15,1.8442594376699744
32.555211,0.8666666666666666,0.9272727272727272,0.15,0.45,0.2,1.8442594376699744
32.555211,0.8666666666666666,0.9272727272727272,0.15,0.45,0.25,1.8442594376699744
32.555211,0.8666666666666666,0.9272727272727272,0.15,0.45,0.05,1.8442594376699744
32.54122000000001,0.8666666666666666,0.9515151515151514,0.1,0.2,0.1,1.843839305223003
32.54122000000001,0.8666666666666666,0.9515151515151514,0.1,0.2,0.15,1.843839305223003
32.54122000000001,0.8666666666666666,0.9515151515151514,0.1,0.2,0.2,1.843839305223003
32.54122000000001,0.8666666666666666,0.9515151515151514,0.1,0.2,0.05,1.843839305223003
