X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,F,Y,Improvement,TREATMENT_NAME,MinTreatment,FollowRec,GroupId,ABS_Improvement,Total_Nbr_Follow_Rec,Total_Y_Follow_Rec,Total_Nbr_Not_Follow_Rec,Total_Y_Not_Follow_Rec,UPLIFT
96.0,12.0,86.0,93.0,16.0,1.0,80.0,28.0,53.0,4.0,31.0,76.0,74.0,42.0,1.0,15.0,36.0,80.0,45.0,11.0,10.0,1,0.7336923179131472,F,7.5,1.0,4,0.7336923179131472,1.0,1.0,0.0,0.0,1.0
14.0,36.0,16.0,39.0,73.0,56.0,11.0,6.0,15.0,52.0,16.0,57.0,36.0,59.0,66.0,39.0,56.0,49.0,35.0,42.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,1.0,1.0,1.0,0.0,1.0
19.0,41.0,84.0,6.0,31.0,10.0,14.0,63.0,83.0,10.0,86.0,35.0,55.0,71.0,39.0,74.0,33.0,90.0,20.0,22.0,1.0,1,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,1.0,1.0,2.0,1.0,0.5
36.0,3.0,2.0,80.0,55.0,65.0,26.0,10.0,82.0,55.0,83.0,57.0,67.0,41.0,32.0,25.0,66.0,85.0,46.0,26.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,1.0,1.0,3.0,1.0,0.6666666666666667
96.0,23.0,88.0,43.0,27.0,78.0,76.0,63.0,47.0,55.0,65.0,22.0,57.0,53.0,73.0,26.0,84.0,76.0,26.0,80.0,10.0,1,0.7336923179131472,F,7.5,1.0,4,0.7336923179131472,2.0,2.0,3.0,1.0,0.6666666666666667
85.0,12.0,13.0,73.0,67.0,86.0,86.0,38.0,59.0,26.0,86.0,59.0,16.0,73.0,16.0,16.0,10.0,6.0,46.0,93.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,2.0,2.0,4.0,1.0,0.75
30.0,44.0,1.0,21.0,15.0,20.0,77.0,12.0,56.0,56.0,66.0,49.0,44.0,55.0,78.0,8.0,15.0,41.0,26.0,27.0,10.0,1,0.7336923179131472,F,7.5,1.0,4,0.7336923179131472,3.0,3.0,4.0,1.0,0.75
52.0,46.0,8.0,109.0,8.0,89.0,5.0,38.0,44.0,26.0,31.0,38.0,16.0,44.0,68.0,27.0,85.0,62.0,63.0,25.0,2.0,1,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,3.0,3.0,5.0,2.0,0.6
96.0,47.0,50.0,94.0,11.0,20.0,72.0,85.0,59.0,10.0,13.0,43.0,3.0,45.0,20.0,30.0,12.0,89.0,64.0,22.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,3.0,3.0,6.0,2.0,0.6666666666666667
85.0,44.0,27.0,38.0,16.0,55.0,70.0,93.0,83.0,51.0,35.0,52.0,79.0,41.0,39.0,26.0,45.0,87.0,48.0,47.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,3.0,3.0,7.0,2.0,0.7142857142857143
69.0,23.0,53.0,34.0,54.0,30.0,44.0,79.0,2.0,8.0,28.0,31.0,43.0,35.0,19.0,22.0,24.0,78.0,25.0,94.0,1.0,1,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,3.0,3.0,8.0,3.0,0.625
85.0,72.0,60.0,104.0,40.0,6.0,20.0,12.0,64.0,12.0,17.0,25.0,47.0,38.0,12.0,50.0,11.0,64.0,57.0,31.0,1.0,1,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,3.0,3.0,9.0,4.0,0.5555555555555556
53.0,13.0,79.0,78.0,27.0,33.0,4.0,10.0,14.0,29.0,17.0,74.0,43.0,20.0,45.0,11.0,33.0,71.0,57.0,47.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,3.0,3.0,10.0,4.0,0.6
98.0,55.0,47.0,29.0,36.0,78.0,64.0,34.0,1.0,24.0,21.0,18.0,11.0,66.0,3.0,63.0,18.0,51.0,23.0,76.0,10.0,1,0.7336923179131472,F,7.5,1.0,4,0.7336923179131472,4.0,4.0,10.0,4.0,0.6
16.0,8.0,16.0,49.0,34.0,2.0,44.0,44.0,37.0,35.0,11.0,70.0,63.0,75.0,47.0,25.0,63.0,12.0,34.0,22.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,4.0,4.0,11.0,4.0,0.6363636363636364
40.0,5.0,76.0,102.0,26.0,67.0,1.0,18.0,15.0,10.0,44.0,62.0,30.0,37.0,53.0,28.0,10.0,83.0,26.0,25.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,4.0,4.0,12.0,4.0,0.6666666666666667
88.0,42.0,50.0,90.0,44.0,1.0,68.0,32.0,12.0,12.0,65.0,21.0,33.0,77.0,75.0,74.0,49.0,16.0,42.0,80.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,4.0,4.0,13.0,4.0,0.6923076923076923
91.0,42.0,79.0,14.0,47.0,78.0,42.0,59.0,32.0,51.0,78.0,44.0,18.0,29.0,53.0,37.0,79.0,51.0,45.0,42.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,4.0,4.0,14.0,4.0,0.7142857142857143
7.0,74.0,15.0,36.0,16.0,75.0,47.0,50.0,29.0,55.0,20.0,45.0,6.0,43.0,32.0,63.0,20.0,75.0,57.0,65.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,4.0,4.0,15.0,4.0,0.7333333333333334
33.0,12.0,79.0,16.0,62.0,30.0,42.0,10.0,15.0,41.0,83.0,61.0,69.0,39.0,19.0,57.0,43.0,56.0,43.0,47.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,4.0,4.0,16.0,4.0,0.75
55.0,23.0,50.0,56.0,4.0,25.0,56.0,32.0,10.0,20.0,15.0,43.0,31.0,77.0,53.0,8.0,62.0,1.0,40.0,22.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,4.0,4.0,17.0,4.0,0.7647058823529411
80.0,30.0,29.0,98.0,69.0,1.0,28.0,76.0,74.0,48.0,23.0,50.0,69.0,45.0,58.0,30.0,33.0,81.0,31.0,76.0,1.0,1,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,4.0,4.0,18.0,5.0,0.7222222222222222
61.0,44.0,28.0,57.0,29.0,18.0,78.0,10.0,5.0,67.0,86.0,50.0,51.0,1.0,44.0,22.0,10.0,32.0,22.0,61.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,4.0,4.0,19.0,5.0,0.736842105263158
16.0,44.0,6.0,54.0,35.0,1.0,58.0,89.0,43.0,3.0,17.0,54.0,69.0,68.0,46.0,12.0,45.0,34.0,60.0,47.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,4.0,4.0,20.0,5.0,0.75
98.0,51.0,4.0,100.0,52.0,70.0,20.0,21.0,74.0,14.0,40.0,28.0,69.0,44.0,78.0,50.0,57.0,90.0,17.0,16.0,10.0,1,0.7336923179131472,F,7.5,1.0,4,0.7336923179131472,5.0,5.0,20.0,5.0,0.75
83.0,21.0,9.0,7.0,49.0,81.0,47.0,18.0,78.0,43.0,68.0,28.0,43.0,55.0,76.0,2.0,58.0,29.0,35.0,22.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,5.0,5.0,21.0,5.0,0.7619047619047619
100.0,40.0,60.0,79.0,44.0,41.0,71.0,93.0,85.0,52.0,81.0,22.0,71.0,27.0,74.0,1.0,33.0,71.0,48.0,80.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,5.0,5.0,22.0,5.0,0.7727272727272727
33.0,30.0,79.0,36.0,33.0,59.0,49.0,48.0,47.0,16.0,51.0,76.0,9.0,77.0,61.0,22.0,58.0,51.0,48.0,47.0,5.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,5.0,5.0,23.0,5.0,0.782608695652174
37.0,7.0,29.0,29.0,18.0,1.0,31.0,63.0,37.0,38.0,47.0,47.0,68.0,29.0,1.0,69.0,33.0,25.0,51.0,48.0,10.0,1,0.7336923179131472,F,7.5,1.0,4,0.7336923179131472,6.0,6.0,23.0,5.0,0.782608695652174
59.0,33.0,50.0,109.0,5.0,1.0,20.0,87.0,47.0,67.0,1.0,34.0,16.0,59.0,72.0,40.0,84.0,39.0,22.0,86.0,1.0,1,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,6.0,6.0,24.0,6.0,0.75
11.0,40.0,60.0,72.0,29.0,25.0,90.0,70.0,9.0,1.0,73.0,61.0,33.0,64.0,67.0,19.0,62.0,32.0,51.0,22.0,4.0,1,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,6.0,6.0,25.0,7.0,0.72
70.0,44.0,84.0,109.0,69.0,10.0,50.0,48.0,41.0,37.0,63.0,72.0,43.0,64.0,17.0,65.0,53.0,17.0,31.0,70.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,6.0,6.0,26.0,7.0,0.7307692307692308
10.0,57.0,16.0,85.0,25.0,47.0,29.0,53.0,50.0,46.0,86.0,45.0,55.0,64.0,74.0,34.0,19.0,32.0,35.0,22.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,6.0,6.0,27.0,7.0,0.7407407407407407
29.0,29.0,60.0,32.0,53.0,11.0,39.0,91.0,37.0,69.0,51.0,38.0,55.0,32.0,19.0,65.0,9.0,78.0,22.0,21.0,1.0,1,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,6.0,6.0,28.0,8.0,0.7142857142857143
12.0,74.0,2.0,76.0,8.0,2.0,4.0,93.0,50.0,18.0,66.0,35.0,57.0,29.0,77.0,25.0,15.0,83.0,25.0,63.0,10.0,1,0.7336923179131472,F,7.5,1.0,4,0.7336923179131472,7.0,7.0,28.0,8.0,0.7142857142857143
51.0,27.0,14.0,13.0,11.0,10.0,46.0,50.0,78.0,28.0,86.0,26.0,16.0,41.0,3.0,26.0,67.0,64.0,44.0,73.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,7.0,7.0,29.0,8.0,0.7241379310344828
71.0,41.0,11.0,17.0,50.0,15.0,67.0,90.0,8.0,59.0,84.0,28.0,33.0,29.0,40.0,71.0,10.0,46.0,33.0,79.0,1.0,1,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,7.0,7.0,30.0,9.0,0.7
58.0,40.0,4.0,97.0,8.0,51.0,90.0,93.0,48.0,33.0,68.0,56.0,43.0,7.0,38.0,7.0,49.0,71.0,60.0,68.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,7.0,7.0,31.0,9.0,0.7096774193548387
59.0,55.0,71.0,92.0,13.0,86.0,14.0,69.0,85.0,28.0,51.0,52.0,16.0,37.0,47.0,66.0,62.0,46.0,57.0,21.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,7.0,7.0,32.0,9.0,0.71875
10.0,27.0,34.0,57.0,46.0,78.0,36.0,48.0,7.0,51.0,76.0,79.0,67.0,44.0,16.0,65.0,41.0,32.0,40.0,3.0,3.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,7.0,7.0,33.0,9.0,0.7272727272727273
31.0,72.0,39.0,105.0,16.0,53.0,49.0,76.0,1.0,28.0,80.0,41.0,73.0,59.0,6.0,42.0,53.0,85.0,42.0,79.0,10.0,1,0.7336923179131472,F,7.5,1.0,4,0.7336923179131472,8.0,8.0,33.0,9.0,0.7272727272727273
79.0,57.0,41.0,14.0,10.0,47.0,37.0,43.0,21.0,42.0,21.0,41.0,3.0,4.0,74.0,22.0,41.0,49.0,60.0,75.0,4.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,8.0,8.0,34.0,9.0,0.7352941176470589
10.0,44.0,56.0,77.0,21.0,37.0,1.0,80.0,47.0,51.0,11.0,76.0,33.0,16.0,55.0,33.0,49.0,69.0,60.0,97.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,8.0,8.0,35.0,9.0,0.7428571428571429
18.0,19.0,25.0,112.0,60.0,53.0,58.0,6.0,3.0,2.0,79.0,43.0,18.0,16.0,55.0,28.0,9.0,36.0,39.0,44.0,1.0,0,0.7336923179131472,F,7.5,0.0,4,0.7336923179131472,8.0,8.0,36.0,9.0,0.75
44.0,40.0,80.0,106.0,13.0,2.0,86.0,67.0,78.0,37.0,17.0,22.0,69.0,53.0,3.0,60.0,32.0,67.0,23.0,86.0,9.0,1,0.7336923179131472,F,7.5,1.0,4,0.7336923179131472,9.0,9.0,36.0,9.0,0.75
