AUC,Kendall,Spearman,epsilonOb,epsilonEff,epsilonTreat,AUC_Kendal
14.763665666666679,0.9999999999999999,0.9999999999999999,0.1,0.45,0.3,1.9286788642748
15.302789000000004,0.9555555555555554,0.9878787878787878,0.05,0.35,0.2,1.9181468949708929
14.98917483333335,0.9555555555555554,0.9878787878787878,0.05,0.1,0.25,1.8984196229846373
14.749796999999996,0.9555555555555554,0.9878787878787878,0.1,0.4,0.3,1.8833620390883492
15.205007916666673,0.911111111111111,0.9636363636363635,0.1,0.4,0.35,1.867551727022693
14.25563333333332,0.9555555555555554,0.9878787878787878,0.05,0.45,0.5,1.8522776618688064
14.804806666666662,0.911111111111111,0.9757575757575757,0.1,0.1,0.3,1.8423778677168365
15.897492916666666,0.8222222222222221,0.9393939393939393,0.15,0.1,0.1,1.8222222222222222
14.529134833333337,0.8666666666666666,0.9515151515151514,0.05,0.5,0.5,1.7805928378871134
14.449100833333341,0.8666666666666666,0.9393939393939393,0.05,0.3,0.5,1.7755584591696938
14.448401166666667,0.8666666666666666,0.9515151515151514,0.05,0.4,0.2,1.7755144480372251
13.725246166666679,0.911111111111111,0.9757575757575757,0.05,0.45,0.1,1.7744702733773425
12.944879333333343,0.9555555555555554,0.9878787878787878,0.05,0.1,0.5,1.7698273027542695
14.145787,0.8666666666666666,0.9515151515151514,0.1,0.1,0.35,1.756479109053088
14.145787,0.8666666666666666,0.9515151515151514,0.1,0.1,0.4,1.756479109053088
14.145787,0.8666666666666666,0.9515151515151514,0.1,0.1,0.45,1.756479109053088
15.442418500000008,0.7777777777777777,0.8181818181818182,0.05,0.5,0.1,1.7491522316585173
13.209420833333317,0.911111111111111,0.9636363636363635,0.05,0.4,0.45,1.7420233123352915
13.209420833333317,0.911111111111111,0.9636363636363635,0.05,0.4,0.4,1.7420233123352915
13.209420833333317,0.911111111111111,0.9636363636363635,0.05,0.4,0.35,1.7420233123352915
15.097605999999983,0.7777777777777777,0.8909090909090909,0.1,0.2,0.25,1.727462490904582
15.011173833333332,0.7777777777777777,0.8909090909090909,0.05,0.45,0.2,1.722025648308097
14.99631633333334,0.7777777777777777,0.8666666666666665,0.05,0.05,0.5,1.7210910669827348
15.439625833333318,0.7333333333333333,0.8424242424242423,0.05,0.35,0.05,1.7045321201022001
15.305674166666673,0.7333333333333333,0.8787878787878788,0.05,0.4,0.25,1.6961061583880601
14.53994466666666,0.7777777777777777,0.9151515151515152,0.1,0.45,0.05,1.6923839199464732
14.47222666666667,0.7777777777777777,0.8909090909090909,0.15,0.05,0.1,1.6881242545794266
14.359912916666673,0.7777777777777777,0.8909090909090909,0.1,0.35,0.35,1.6810593827415379
13.48581966666667,0.8222222222222221,0.9151515151515152,0.1,0.1,0.05,1.6705207393128234
14.881522500000004,0.7333333333333333,0.8424242424242423,0.1,0.5,0.1,1.6694257460180069
13.4661785,0.8222222222222221,0.9393939393939393,0.1,0.1,0.5,1.6692852510022056
13.443611166666665,0.8222222222222221,0.9151515151515152,0.1,0.5,0.05,1.6678656980291908
13.418994666666663,0.8222222222222221,0.9030303030303028,0.1,0.5,0.3,1.666317246324948
14.121136999999985,0.7777777777777777,0.8666666666666665,0.1,0.25,0.05,1.666039661209449
14.788418166666652,0.7333333333333333,0.8545454545454544,0.1,0.35,0.1,1.6635692041204009
14.040374499999999,0.7777777777777777,0.8787878787878788,0.05,0.35,0.5,1.6609594576563897
14.02991016666667,0.7777777777777777,0.8909090909090909,0.15,0.05,0.05,1.6603012196947073
