X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,F,Y,Improvement,TREATMENT_NAME,MinTreatment,FollowRec,GroupId,ABS_Improvement,Total_Nbr_Follow_Rec,Total_Y_Follow_Rec,Total_Nbr_Not_Follow_Rec,Total_Y_Not_Follow_Rec,UPLIFT
32.0,86.0,59.0,36.0,37.0,8.0,45.0,79.0,9.0,85.0,45.0,44.0,31.0,85.0,28.0,69.0,84.0,41.0,35.0,32.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,0.0,0.0,1.0,0.0,0.0
76.0,74.0,92.0,32.0,34.0,10.0,79.0,67.0,17.0,73.0,22.0,65.0,34.0,72.0,4.0,27.0,3.0,17.0,68.0,102.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,0.0,0.0,2.0,0.0,0.0
76.0,34.0,37.0,57.0,38.0,55.0,67.0,15.0,71.0,15.0,16.0,33.0,76.0,20.0,19.0,13.0,19.0,15.0,3.0,25.0,4.0,0,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,1.0,0.0,2.0,0.0,0.0
43.0,53.0,7.0,8.0,59.0,43.0,78.0,76.0,21.0,10.0,47.0,86.0,21.0,5.0,15.0,80.0,30.0,7.0,20.0,81.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,1.0,0.0,3.0,1.0,-0.3333333333333333
82.0,47.0,23.0,17.0,1.0,66.0,6.0,10.0,38.0,35.0,53.0,54.0,11.0,33.0,16.0,79.0,65.0,29.0,65.0,43.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,1.0,0.0,4.0,2.0,-0.5
82.0,75.0,83.0,66.0,36.0,60.0,6.0,42.0,1.0,93.0,74.0,33.0,83.0,33.0,19.0,47.0,80.0,33.0,77.0,32.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,1.0,0.0,5.0,3.0,-0.6
18.0,75.0,66.0,32.0,13.0,20.0,12.0,29.0,33.0,61.0,39.0,38.0,76.0,93.0,1.0,47.0,61.0,49.0,31.0,95.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,2.0,1.0,5.0,3.0,-0.09999999999999998
28.0,72.0,69.0,76.0,73.0,65.0,31.0,31.0,44.0,14.0,60.0,64.0,74.0,45.0,29.0,61.0,30.0,28.0,77.0,60.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,2.0,1.0,6.0,4.0,-0.16666666666666663
31.0,83.0,57.0,2.0,46.0,22.0,83.0,24.0,11.0,41.0,44.0,56.0,65.0,58.0,19.0,68.0,84.0,32.0,53.0,87.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,3.0,2.0,6.0,4.0,0.0
17.0,15.0,30.0,10.0,75.0,68.0,41.0,51.0,46.0,91.0,69.0,74.0,83.0,36.0,19.0,11.0,26.0,19.0,63.0,19.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,4.0,3.0,6.0,4.0,0.08333333333333337
17.0,17.0,20.0,50.0,18.0,51.0,69.0,37.0,35.0,77.0,45.0,63.0,58.0,36.0,28.0,33.0,6.0,49.0,63.0,93.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,5.0,4.0,6.0,4.0,0.13333333333333341
9.0,43.0,65.0,9.0,46.0,42.0,25.0,29.0,36.0,14.0,54.0,77.0,20.0,93.0,15.0,3.0,78.0,58.0,21.0,47.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,6.0,5.0,6.0,4.0,0.16666666666666674
29.0,17.0,78.0,35.0,48.0,51.0,72.0,63.0,38.0,48.0,16.0,76.0,39.0,53.0,6.0,69.0,87.0,32.0,40.0,19.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,7.0,6.0,6.0,4.0,0.19047619047619047
45.0,53.0,32.0,2.0,57.0,1.0,71.0,78.0,15.0,85.0,22.0,41.0,34.0,5.0,21.0,82.0,15.0,39.0,31.0,6.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,7.0,6.0,7.0,4.0,0.2857142857142857
30.0,68.0,74.0,53.0,6.0,28.0,3.0,35.0,90.0,91.0,22.0,70.0,70.0,39.0,30.0,35.0,46.0,21.0,37.0,63.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,7.0,6.0,8.0,4.0,0.3571428571428571
15.0,30.0,69.0,38.0,30.0,43.0,33.0,58.0,76.0,3.0,82.0,77.0,36.0,93.0,13.0,5.0,80.0,51.0,24.0,43.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,7.0,6.0,9.0,4.0,0.4126984126984127
41.0,68.0,79.0,36.0,68.0,54.0,1.0,44.0,35.0,91.0,28.0,86.0,45.0,87.0,17.0,27.0,49.0,7.0,37.0,81.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,8.0,7.0,9.0,4.0,0.4305555555555556
69.0,41.0,75.0,53.0,54.0,16.0,70.0,42.0,11.0,63.0,55.0,33.0,7.0,19.0,10.0,45.0,63.0,14.0,5.0,91.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,8.0,7.0,10.0,5.0,0.375
45.0,17.0,9.0,58.0,55.0,34.0,80.0,7.0,60.0,14.0,53.0,59.0,56.0,14.0,3.0,13.0,55.0,26.0,63.0,62.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,9.0,8.0,10.0,5.0,0.38888888888888884
79.0,21.0,59.0,28.0,28.0,17.0,65.0,76.0,81.0,38.0,41.0,83.0,11.0,20.0,19.0,79.0,80.0,4.0,62.0,23.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,10.0,9.0,10.0,5.0,0.4
23.0,46.0,59.0,64.0,37.0,43.0,15.0,42.0,92.0,38.0,43.0,86.0,12.0,29.0,19.0,68.0,85.0,31.0,37.0,101.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,10.0,9.0,11.0,5.0,0.4454545454545455
28.0,79.0,67.0,18.0,29.0,65.0,60.0,63.0,72.0,88.0,28.0,52.0,24.0,82.0,2.0,69.0,46.0,58.0,20.0,47.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,10.0,9.0,12.0,5.0,0.48333333333333334
40.0,77.0,22.0,43.0,62.0,66.0,84.0,70.0,36.0,28.0,45.0,59.0,44.0,79.0,12.0,33.0,1.0,42.0,53.0,14.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,11.0,10.0,12.0,5.0,0.4924242424242424
30.0,83.0,51.0,48.0,59.0,43.0,83.0,39.0,65.0,80.0,45.0,83.0,71.0,1.0,17.0,74.0,30.0,54.0,52.0,16.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,11.0,10.0,13.0,6.0,0.4475524475524475
42.0,18.0,29.0,9.0,61.0,60.0,9.0,73.0,84.0,48.0,53.0,70.0,78.0,39.0,6.0,65.0,75.0,42.0,4.0,32.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,12.0,11.0,13.0,6.0,0.45512820512820507
84.0,41.0,36.0,23.0,35.0,58.0,25.0,35.0,89.0,77.0,22.0,88.0,85.0,38.0,10.0,74.0,84.0,56.0,33.0,98.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,13.0,12.0,13.0,6.0,0.46153846153846156
9.0,17.0,49.0,40.0,34.0,54.0,25.0,5.0,46.0,82.0,28.0,59.0,80.0,24.0,6.0,14.0,57.0,31.0,63.0,11.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,14.0,13.0,13.0,6.0,0.46703296703296704
4.0,49.0,9.0,75.0,57.0,43.0,73.0,55.0,35.0,82.0,33.0,67.0,31.0,38.0,27.0,69.0,65.0,48.0,61.0,83.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,15.0,14.0,13.0,6.0,0.4717948717948718
45.0,17.0,60.0,73.0,44.0,16.0,1.0,78.0,9.0,43.0,67.0,89.0,37.0,43.0,10.0,37.0,41.0,16.0,40.0,63.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,15.0,14.0,14.0,7.0,0.43333333333333335
10.0,72.0,64.0,2.0,12.0,15.0,82.0,28.0,46.0,93.0,47.0,73.0,74.0,45.0,23.0,48.0,45.0,17.0,16.0,37.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,16.0,15.0,14.0,7.0,0.4375
4.0,21.0,7.0,4.0,59.0,62.0,33.0,8.0,19.0,58.0,28.0,57.0,46.0,44.0,13.0,17.0,3.0,49.0,67.0,49.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,17.0,16.0,14.0,7.0,0.4411764705882353
28.0,69.0,30.0,15.0,1.0,42.0,78.0,39.0,15.0,54.0,51.0,65.0,80.0,8.0,1.0,26.0,57.0,47.0,71.0,2.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,18.0,17.0,14.0,7.0,0.4444444444444444
16.0,23.0,36.0,53.0,17.0,42.0,51.0,23.0,88.0,78.0,45.0,80.0,25.0,83.0,19.0,63.0,27.0,16.0,9.0,34.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,19.0,18.0,14.0,7.0,0.4473684210526315
17.0,18.0,87.0,75.0,7.0,42.0,78.0,22.0,15.0,72.0,45.0,84.0,84.0,24.0,17.0,72.0,39.0,33.0,75.0,77.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,19.0,18.0,15.0,7.0,0.48070175438596485
14.0,86.0,57.0,53.0,68.0,13.0,5.0,13.0,74.0,12.0,53.0,79.0,67.0,24.0,10.0,69.0,79.0,28.0,68.0,2.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,19.0,18.0,16.0,8.0,0.4473684210526315
84.0,36.0,33.0,32.0,32.0,65.0,51.0,17.0,27.0,38.0,23.0,86.0,74.0,39.0,13.0,7.0,84.0,37.0,55.0,83.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,20.0,19.0,16.0,8.0,0.44999999999999996
32.0,32.0,59.0,48.0,17.0,17.0,43.0,35.0,88.0,55.0,18.0,88.0,74.0,74.0,6.0,84.0,15.0,34.0,25.0,39.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,20.0,19.0,17.0,8.0,0.4794117647058823
63.0,34.0,80.0,15.0,32.0,42.0,45.0,43.0,85.0,93.0,75.0,74.0,71.0,53.0,21.0,5.0,84.0,42.0,23.0,83.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,20.0,19.0,18.0,8.0,0.5055555555555555
30.0,23.0,17.0,60.0,15.0,3.0,78.0,78.0,12.0,73.0,72.0,47.0,37.0,60.0,7.0,29.0,61.0,42.0,68.0,68.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,21.0,20.0,18.0,8.0,0.5079365079365079
9.0,86.0,35.0,64.0,3.0,10.0,33.0,81.0,94.0,80.0,32.0,70.0,64.0,42.0,25.0,43.0,49.0,17.0,75.0,11.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,21.0,20.0,19.0,8.0,0.531328320802005
38.0,30.0,59.0,28.0,59.0,65.0,41.0,11.0,46.0,41.0,53.0,80.0,80.0,33.0,25.0,45.0,39.0,57.0,61.0,47.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,21.0,20.0,20.0,9.0,0.5023809523809524
76.0,58.0,7.0,64.0,75.0,68.0,47.0,37.0,23.0,80.0,61.0,44.0,67.0,91.0,20.0,72.0,3.0,29.0,71.0,47.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,22.0,21.0,20.0,9.0,0.5045454545454546
20.0,74.0,41.0,2.0,15.0,31.0,73.0,53.0,82.0,58.0,38.0,44.0,74.0,1.0,23.0,69.0,49.0,54.0,70.0,100.0,1.0,0,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,22.0,21.0,21.0,9.0,0.525974025974026
4.0,3.0,9.0,6.0,11.0,17.0,48.0,46.0,79.0,58.0,67.0,44.0,52.0,93.0,6.0,61.0,49.0,15.0,71.0,27.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,23.0,22.0,21.0,9.0,0.5279503105590062
4.0,41.0,14.0,69.0,75.0,43.0,56.0,76.0,43.0,91.0,48.0,59.0,15.0,44.0,6.0,61.0,80.0,15.0,24.0,47.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,24.0,23.0,21.0,9.0,0.5297619047619049
18.0,47.0,83.0,73.0,55.0,10.0,73.0,58.0,46.0,90.0,45.0,38.0,15.0,3.0,27.0,76.0,57.0,4.0,23.0,65.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,24.0,23.0,22.0,10.0,0.5037878787878789
78.0,86.0,69.0,71.0,48.0,53.0,33.0,68.0,76.0,20.0,80.0,65.0,13.0,71.0,6.0,63.0,80.0,33.0,26.0,100.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,24.0,23.0,23.0,11.0,0.48007246376811596
28.0,51.0,76.0,28.0,59.0,33.0,78.0,42.0,2.0,12.0,22.0,74.0,21.0,92.0,13.0,58.0,67.0,3.0,33.0,16.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,25.0,24.0,23.0,11.0,0.48173913043478256
76.0,23.0,41.0,77.0,42.0,19.0,9.0,18.0,9.0,54.0,17.0,74.0,6.0,50.0,19.0,58.0,61.0,26.0,4.0,97.0,1.0,1,0.8747516989079117,F,2.5,0.0,3,0.8747516989079117,25.0,24.0,24.0,12.0,0.45999999999999996
38.0,33.0,13.0,22.0,66.0,10.0,15.0,55.0,36.0,69.0,23.0,88.0,15.0,95.0,17.0,78.0,65.0,41.0,7.0,71.0,6.0,1,0.8747516989079117,F,2.5,1.0,3,0.8747516989079117,26.0,25.0,24.0,12.0,0.46153846153846156
