AUC,FolderNbr
13.774509833333331,1.0
12.552334833333324,2.0
12.265104750000003,3.0
11.61589905555555,5.0
11.553234583333333,4.0
10.614133833333335,6.0
9.860046611111116,8.0
9.593624694444438,13.0
9.521642388888884,7.0
9.316344083333332,12.0
9.224603999999998,9.0
9.153355194444442,14.0
9.051015750000008,20.0
9.048744749999996,19.0
8.945188055555553,11.0
8.80198386111111,21.0
8.779112722222218,18.0
8.488275249999997,15.0
8.456980944444446,16.0
8.456980944444446,17.0
8.389338583333332,29.0
8.369588499999997,28.0
8.321822666666664,23.0
8.320189916666672,30.0
8.281211833333336,25.0
8.241444750000001,26.0
8.231012583333333,24.0
8.187689944444434,10.0
8.010191999999998,22.0
7.989717916666663,27.0
7.907880750000002,33.0
7.596742083333335,35.0
7.564017416666669,34.0
7.545217388888885,32.0
7.4203183333333405,31.0
7.319583083333331,36.0
6.920949388888885,48.0
6.5913635000000035,46.0
6.566001416666665,50.0
6.424941388888891,38.0
6.41124363888889,37.0
6.368998666666671,49.0
6.24170288888889,39.0
6.09164122222222,47.0
5.977483805555557,43.0
5.951441055555555,41.0
5.763367222222224,40.0
5.483600305555557,45.0
5.343100194444445,44.0
5.326042111111107,42.0
