AUC,FolderNbr
6.0042949166666615,2.0
5.479040916666667,1.0
5.05011230555555,5.0
5.007954138888883,4.0
4.889036222222228,6.0
4.63852425,3.0
4.038297333333333,15.0
3.335646666666667,11.0
3.3281946666666666,10.0
3.3129996666666655,18.0
3.272455666666669,8.0
3.241181666666667,7.0
3.214938166666664,20.0
3.1924281666666676,19.0
2.9530333333333325,23.0
2.951565083333335,16.0
2.941078333333332,22.0
2.9150587500000005,17.0
2.815640499999999,48.0
2.7874353333333337,31.0
2.776072333333334,32.0
2.744394249999995,14.0
2.721243249999995,13.0
2.6101219166666643,21.0
2.600167166666665,12.0
2.453608499999999,28.0
2.449042833333333,29.0
2.29036363888889,26.0
2.2766605833333333,25.0
2.261905972222222,9.0
2.1115103333333334,30.0
1.9783624444444432,27.0
1.852528666666666,24.0
1.8517838333333343,42.0
1.0668568611111107,38.0
1.0575694999999994,45.0
1.0472032777777767,37.0
1.008003,36.0
0.6795051666666667,40.0
0.6191564166666668,41.0
0.4756573333333333,39.0
0.4101984166666669,43.0
0.40751766666666656,44.0
0.40313000000000004,34.0
0.40131425000000004,35.0
0.005715388888888947,50.0
-0.009586944444444403,49.0
-0.0383168888888889,46.0
-0.04007888888888885,47.0
-0.7832501666666661,33.0
