X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,F,Y,Improvement,TREATMENT_NAME,MinTreatment,FollowRec,GroupId,ABS_Improvement,Total_Nbr_Follow_Rec,Total_Y_Follow_Rec,Total_Nbr_Not_Follow_Rec,Total_Y_Not_Follow_Rec,UPLIFT
93.0,29.0,20.0,3.0,42.0,58.0,31.0,50.0,61.0,62.0,83.0,45.0,60.0,75.0,19.0,18.0,51.0,49.0,72.0,26.0,1.0,0,0.6741002985583617,F,8.5,0.0,5,0.6741002985583617,0.0,0.0,1.0,0.0,0.0
98.0,42.0,25.0,103.0,60.0,10.0,58.0,41.0,54.0,10.0,55.0,45.0,55.0,25.0,65.0,11.0,62.0,56.0,38.0,38.0,1.0,0,0.6741002985583617,F,8.5,0.0,5,0.6741002985583617,0.0,0.0,2.0,0.0,0.0
1.0,17.0,41.0,90.0,38.0,10.0,7.0,89.0,61.0,44.0,83.0,57.0,38.0,46.0,77.0,12.0,33.0,83.0,37.0,7.0,10.0,1,0.6741002985583617,F,8.5,1.0,5,0.6741002985583617,1.0,1.0,2.0,0.0,1.0
1.0,61.0,64.0,105.0,40.0,89.0,86.0,55.0,37.0,24.0,80.0,70.0,74.0,5.0,44.0,67.0,10.0,3.0,69.0,50.0,1.0,1,0.6741002985583617,F,8.5,0.0,5,0.6741002985583617,1.0,1.0,3.0,1.0,0.6666666666666667
71.0,62.0,72.0,25.0,13.0,70.0,7.0,40.0,83.0,62.0,83.0,74.0,11.0,10.0,47.0,63.0,1.0,49.0,25.0,58.0,1.0,1,0.6741002985583617,F,8.5,0.0,5,0.6741002985583617,1.0,1.0,4.0,2.0,0.5
49.0,44.0,18.0,73.0,27.0,78.0,53.0,34.0,7.0,44.0,60.0,43.0,11.0,72.0,58.0,32.0,8.0,17.0,65.0,42.0,8.0,0,0.6741002985583617,F,8.5,0.0,5,0.6741002985583617,1.0,1.0,5.0,2.0,0.6
10.0,9.0,2.0,8.0,21.0,22.0,58.0,29.0,41.0,16.0,73.0,47.0,33.0,64.0,33.0,9.0,27.0,32.0,51.0,49.0,1.0,0,0.6741002985583617,F,8.5,0.0,5,0.6741002985583617,1.0,1.0,6.0,2.0,0.6666666666666667
12.0,29.0,14.0,4.0,60.0,61.0,6.0,3.0,31.0,41.0,17.0,49.0,53.0,53.0,61.0,68.0,10.0,19.0,42.0,22.0,1.0,0,0.6741002985583617,F,8.5,0.0,5,0.6741002985583617,1.0,1.0,7.0,2.0,0.7142857142857143
61.0,12.0,65.0,48.0,56.0,30.0,23.0,44.0,12.0,52.0,86.0,56.0,68.0,27.0,21.0,8.0,2.0,32.0,50.0,22.0,1.0,0,0.6741002985583617,F,8.5,0.0,5,0.6741002985583617,1.0,1.0,8.0,2.0,0.75
30.0,66.0,29.0,36.0,11.0,26.0,92.0,63.0,79.0,2.0,30.0,26.0,67.0,78.0,32.0,48.0,58.0,14.0,46.0,21.0,1.0,0,0.6741002985583617,F,8.5,0.0,5,0.6741002985583617,1.0,1.0,9.0,2.0,0.7777777777777778
