AUC,Kendall,Spearman,epsilonOb,epsilonEff,epsilonTreat,AUC_Kendal
31.40934349999998,0.9999999999999999,0.9999999999999999,0.05,0.15,0.35,1.9793191390547862
31.40934349999998,0.9999999999999999,0.9999999999999999,0.05,0.15,0.4,1.9793191390547862
31.40934349999998,0.9999999999999999,0.9999999999999999,0.05,0.15,0.45,1.9793191390547862
31.110117333333314,0.9999999999999999,0.9999999999999999,0.05,0.3,0.2,1.969989497640197
31.109578500000023,0.9999999999999999,0.9999999999999999,0.1,0.1,0.2,1.9699726972318707
31.105585166666682,0.9999999999999999,0.9999999999999999,0.05,0.5,0.05,1.969848188174177
31.068226833333373,0.9999999999999999,0.9999999999999999,0.05,0.35,0.2,1.9686833841139935
31.04465399999999,0.9999999999999999,0.9999999999999999,0.05,0.3,0.25,1.967948401326304
31.03786983333332,0.9999999999999999,0.9999999999999999,0.05,0.35,0.25,1.967736876234759
31.023092166666654,0.9999999999999999,0.9999999999999999,0.05,0.2,0.05,1.9672761199697564
31.003183166666645,0.9999999999999999,0.9999999999999999,0.05,0.4,0.25,1.9666553726835405
30.940288333333335,0.9999999999999999,0.9999999999999999,0.05,0.2,0.1,1.9646943602214058
30.87963216666667,0.9999999999999999,0.9999999999999999,0.15,0.3,0.25,1.9628031476617303
30.868090499999994,0.9999999999999999,0.9999999999999999,0.1,0.1,0.25,1.9624432873843811
30.817004666666648,0.9999999999999999,0.9999999999999999,0.1,0.5,0.5,1.960850470447029
30.784530166666666,0.9999999999999999,0.9999999999999999,0.1,0.1,0.15,1.9598379405486814
30.784530166666666,0.9999999999999999,0.9999999999999999,0.1,0.1,0.05,1.9598379405486814
30.784530166666666,0.9999999999999999,0.9999999999999999,0.1,0.1,0.1,1.9598379405486814
30.78214066666663,0.9999999999999999,0.9999999999999999,0.1,0.1,0.3,1.959763437779058
30.78214066666663,0.9999999999999999,0.9999999999999999,0.1,0.1,0.35,1.959763437779058
30.78214066666663,0.9999999999999999,0.9999999999999999,0.1,0.1,0.4,1.959763437779058
30.78214066666663,0.9999999999999999,0.9999999999999999,0.1,0.1,0.45,1.959763437779058
30.774852833333316,0.9999999999999999,0.9999999999999999,0.1,0.05,0.45,1.9595362087487678
30.774852833333316,0.9999999999999999,0.9999999999999999,0.1,0.05,0.2,1.9595362087487678
30.774852833333316,0.9999999999999999,0.9999999999999999,0.1,0.05,0.4,1.9595362087487678
30.774852833333316,0.9999999999999999,0.9999999999999999,0.1,0.05,0.35,1.9595362087487678
30.774852833333316,0.9999999999999999,0.9999999999999999,0.1,0.05,0.3,1.9595362087487678
30.774852833333316,0.9999999999999999,0.9999999999999999,0.1,0.05,0.25,1.9595362087487678
30.774852833333316,0.9999999999999999,0.9999999999999999,0.1,0.05,0.15,1.9595362087487678
30.774852833333316,0.9999999999999999,0.9999999999999999,0.1,0.05,0.1,1.9595362087487678
30.774852833333316,0.9999999999999999,0.9999999999999999,0.1,0.05,0.05,1.9595362087487678
30.774086833333328,0.9999999999999999,0.9999999999999999,0.15,0.15,0.2,1.9595123254587365
30.713156000000023,0.9999999999999999,0.9999999999999999,0.15,0.1,0.25,1.9576125490039415
30.703303000000002,0.9999999999999999,0.9999999999999999,0.15,0.1,0.4,1.9573053400526583
30.703303000000002,0.9999999999999999,0.9999999999999999,0.15,0.1,0.45,1.9573053400526583
30.703303000000002,0.9999999999999999,0.9999999999999999,0.15,0.1,0.35,1.9573053400526583
30.703303000000002,0.9999999999999999,0.9999999999999999,0.15,0.1,0.3,1.9573053400526583
30.650574499999994,0.9999999999999999,0.9999999999999999,0.1,0.4,0.2,1.9556613060338113
32.07263316666666,0.9555555555555554,0.9878787878787878,0.05,0.05,0.05,1.9555555555555555
32.07263316666666,0.9555555555555554,0.9878787878787878,0.05,0.05,0.1,1.9555555555555555
30.629747666666685,0.9999999999999999,0.9999999999999999,0.05,0.4,0.1,1.9550119414111724
30.56013133333335,0.9999999999999999,0.9999999999999999,0.1,0.15,0.2,1.952841357755893
30.518251666666682,0.9999999999999999,0.9999999999999999,0.05,0.2,0.15,1.9515355820046774
30.281040000000008,0.9999999999999999,0.9999999999999999,0.15,0.25,0.5,1.944139504936917
30.25050283333333,0.9999999999999999,0.9999999999999999,0.15,0.2,0.5,1.94318737959978
30.236831166666672,0.9999999999999999,0.9999999999999999,0.15,0.15,0.35,1.9427611075629438
30.236831166666672,0.9999999999999999,0.9999999999999999,0.15,0.15,0.4,1.9427611075629438
30.236831166666672,0.9999999999999999,0.9999999999999999,0.15,0.15,0.45,1.9427611075629438
30.180185499999986,0.9999999999999999,0.9999999999999999,0.1,0.2,0.3,1.9409949393044064
30.15888100000001,0.9999999999999999,0.9999999999999999,0.1,0.2,0.05,1.9403306814029966
30.145689333333344,0.9999999999999999,0.9999999999999999,0.15,0.5,0.5,1.939919375396467
31.568036833333345,0.9555555555555554,0.9878787878787878,0.05,0.1,0.15,1.939822630519087
30.087036666666656,0.9999999999999999,0.9999999999999999,0.1,0.15,0.1,1.938090630423708
30.056930166666685,0.9999999999999999,0.9999999999999999,0.15,0.4,0.2,1.9371519329415423
29.942811499999983,0.9999999999999999,0.9999999999999999,0.1,0.45,0.2,1.9335938008083409
29.93718216666668,0.9999999999999999,0.9999999999999999,0.15,0.3,0.35,1.933418282530685
29.93718216666668,0.9999999999999999,0.9999999999999999,0.15,0.3,0.4,1.933418282530685
29.93718216666668,0.9999999999999999,0.9999999999999999,0.15,0.3,0.45,1.933418282530685
31.356910166666665,0.9555555555555554,0.9878787878787878,0.1,0.35,0.25,1.9332398636608266
29.9295215,0.9999999999999999,0.9999999999999999,0.15,0.05,0.45,1.9331794288442143
29.9295215,0.9999999999999999,0.9999999999999999,0.15,0.05,0.4,1.9331794288442143
29.9295215,0.9999999999999999,0.9999999999999999,0.15,0.05,0.35,1.9331794288442143
29.9295215,0.9999999999999999,0.9999999999999999,0.15,0.05,0.3,1.9331794288442143
29.90789533333333,0.9999999999999999,0.9999999999999999,0.1,0.3,0.3,1.9325051416238825
31.26302116666667,0.9555555555555554,0.9878787878787878,0.05,0.1,0.5,1.9303124769535334
29.824203500000007,0.9999999999999999,0.9999999999999999,0.1,0.3,0.5,1.9298956947194637
29.780853666666687,0.9999999999999999,0.9999999999999999,0.1,0.3,0.35,1.9285440803038947
29.780853666666687,0.9999999999999999,0.9999999999999999,0.1,0.3,0.4,1.9285440803038947
29.780853666666687,0.9999999999999999,0.9999999999999999,0.1,0.3,0.45,1.9285440803038947
31.197660000000003,0.9555555555555554,0.9878787878787878,0.05,0.45,0.05,1.9282745661176186
29.645563500000016,0.9999999999999999,0.9999999999999999,0.1,0.45,0.25,1.924325837106848
31.045432499999997,0.9555555555555554,0.9878787878787878,0.1,0.15,0.3,1.923528229912264
31.039035500000004,0.9555555555555554,0.9878787878787878,0.1,0.2,0.2,1.9233287763791926
31.004113666666687,0.9555555555555554,0.9878787878787878,0.05,0.4,0.2,1.9222399405124322
30.99318133333333,0.9555555555555554,0.9878787878787878,0.1,0.3,0.25,1.921899078779111
30.99141466666666,0.9555555555555554,0.9878787878787878,0.05,0.35,0.05,1.92184399547312
29.557474999999993,0.9999999999999999,0.9999999999999999,0.1,0.15,0.05,1.9215793055220458
30.976653333333363,0.9555555555555554,0.9878787878787878,0.05,0.3,0.05,1.921383748468872
30.94516766666665,0.9555555555555554,0.9878787878787878,0.05,0.05,0.5,1.9204020496322627
30.917456000000037,0.9555555555555554,0.9878787878787878,0.1,0.2,0.25,1.919538021208946
29.437764,0.9999999999999999,0.9999999999999999,0.15,0.5,0.15,1.9178468087426914
30.8257725,0.9555555555555554,0.9878787878787878,0.1,0.1,0.5,1.9166794002929892
30.81371283333334,0.9555555555555554,0.9878787878787878,0.15,0.1,0.2,1.916303389174601
30.777870333333357,0.9555555555555554,0.9878787878787878,0.15,0.2,0.2,1.9151858476302654
29.350224499999978,0.9999999999999999,0.9999999999999999,0.15,0.4,0.25,1.915117394555053
30.736821166666694,0.9555555555555554,0.9878787878787878,0.1,0.25,0.25,1.9139059662294042
30.73308699999999,0.9555555555555554,0.9878787878787878,0.05,0.45,0.15,1.9137895377887677
30.710472666666647,0.9555555555555554,0.9878787878787878,0.05,0.4,0.3,1.9130844402928486
30.706231833333327,0.9555555555555554,0.9878787878787878,0.05,0.45,0.1,1.9129522143757782
30.70360833333334,0.9555555555555554,0.9878787878787878,0.15,0.15,0.25,1.9128704156663816
