X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,F,Y,Improvement,TREATMENT_NAME,MinTreatment,FollowRec,GroupId,ABS_Improvement,Total_Nbr_Follow_Rec,Total_Y_Follow_Rec,Total_Nbr_Not_Follow_Rec,Total_Y_Not_Follow_Rec,UPLIFT
18.0,44.0,25.0,75.0,65.0,4.0,69.0,89.0,53.0,71.0,71.0,15.0,63.0,1.0,1.0,44.0,33.0,12.0,19.0,22.0,10.0,1,0.7580109517572741,F,5.5,1.0,3,0.7580109517572741,1.0,1.0,0.0,0.0,1.0
97.0,13.0,88.0,32.0,40.0,47.0,54.0,63.0,34.0,19.0,83.0,37.0,55.0,59.0,55.0,70.0,30.0,6.0,53.0,22.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,1.0,1.0,1.0,0.0,1.0
71.0,30.0,58.0,49.0,27.0,11.0,47.0,50.0,1.0,55.0,72.0,70.0,33.0,29.0,53.0,1.0,62.0,71.0,57.0,22.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,1.0,1.0,2.0,0.0,1.0
24.0,23.0,25.0,73.0,54.0,37.0,43.0,32.0,35.0,27.0,40.0,17.0,16.0,77.0,61.0,65.0,58.0,67.0,57.0,62.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,1.0,1.0,3.0,0.0,1.0
85.0,12.0,47.0,59.0,7.0,1.0,86.0,53.0,16.0,6.0,51.0,49.0,52.0,5.0,68.0,65.0,56.0,64.0,51.0,48.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,1.0,1.0,4.0,0.0,1.0
98.0,70.0,90.0,90.0,11.0,10.0,92.0,36.0,37.0,28.0,40.0,50.0,50.0,55.0,70.0,25.0,20.0,20.0,56.0,70.0,9.0,1,0.7580109517572741,F,5.5,1.0,3,0.7580109517572741,2.0,2.0,4.0,0.0,1.0
29.0,29.0,60.0,32.0,53.0,11.0,39.0,91.0,37.0,69.0,51.0,38.0,55.0,32.0,19.0,65.0,9.0,78.0,22.0,21.0,1.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,2.0,2.0,5.0,1.0,0.8
45.0,24.0,41.0,85.0,21.0,42.0,6.0,89.0,12.0,51.0,17.0,50.0,74.0,67.0,74.0,51.0,18.0,75.0,48.0,25.0,4.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,2.0,2.0,6.0,1.0,0.8333333333333334
46.0,2.0,6.0,42.0,8.0,40.0,92.0,32.0,25.0,46.0,86.0,60.0,18.0,51.0,70.0,42.0,53.0,67.0,42.0,34.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,2.0,2.0,7.0,1.0,0.8571428571428572
35.0,61.0,50.0,42.0,25.0,1.0,47.0,73.0,3.0,2.0,83.0,67.0,17.0,75.0,66.0,8.0,63.0,71.0,29.0,67.0,1.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,2.0,2.0,8.0,2.0,0.75
77.0,57.0,47.0,57.0,49.0,28.0,69.0,93.0,31.0,20.0,60.0,52.0,49.0,36.0,77.0,37.0,84.0,56.0,29.0,17.0,10.0,1,0.7580109517572741,F,5.5,1.0,3,0.7580109517572741,3.0,3.0,8.0,2.0,0.75
83.0,57.0,47.0,79.0,13.0,43.0,70.0,3.0,20.0,4.0,37.0,65.0,44.0,47.0,33.0,37.0,12.0,14.0,40.0,22.0,1.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,3.0,3.0,9.0,3.0,0.6666666666666667
83.0,57.0,14.0,2.0,16.0,8.0,20.0,41.0,15.0,37.0,86.0,37.0,68.0,77.0,24.0,65.0,51.0,25.0,41.0,31.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,3.0,3.0,10.0,3.0,0.7
96.0,51.0,41.0,42.0,7.0,40.0,58.0,18.0,65.0,16.0,32.0,68.0,42.0,4.0,30.0,37.0,60.0,14.0,20.0,16.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,3.0,3.0,11.0,3.0,0.7272727272727273
37.0,3.0,85.0,108.0,4.0,18.0,58.0,29.0,59.0,28.0,19.0,21.0,70.0,6.0,44.0,65.0,50.0,32.0,57.0,21.0,1.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,3.0,3.0,12.0,4.0,0.6666666666666667
58.0,42.0,25.0,42.0,30.0,9.0,32.0,43.0,35.0,26.0,79.0,44.0,70.0,18.0,53.0,30.0,84.0,43.0,45.0,27.0,1.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,3.0,3.0,13.0,5.0,0.6153846153846154
16.0,7.0,76.0,112.0,42.0,21.0,28.0,72.0,37.0,24.0,58.0,76.0,43.0,13.0,3.0,8.0,55.0,19.0,46.0,31.0,9.0,1,0.7580109517572741,F,5.5,1.0,3,0.7580109517572741,4.0,4.0,13.0,5.0,0.6153846153846154
79.0,30.0,56.0,90.0,4.0,27.0,56.0,93.0,80.0,52.0,1.0,68.0,38.0,55.0,40.0,60.0,11.0,59.0,41.0,25.0,1.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,4.0,4.0,14.0,6.0,0.5714285714285714
28.0,9.0,79.0,63.0,2.0,41.0,76.0,63.0,63.0,32.0,68.0,71.0,53.0,77.0,20.0,33.0,54.0,14.0,40.0,75.0,4.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,4.0,4.0,15.0,7.0,0.5333333333333333
10.0,9.0,60.0,7.0,8.0,31.0,67.0,48.0,52.0,16.0,68.0,6.0,16.0,5.0,74.0,1.0,34.0,32.0,46.0,18.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,4.0,4.0,16.0,7.0,0.5625
30.0,27.0,81.0,11.0,60.0,26.0,80.0,32.0,25.0,27.0,83.0,14.0,73.0,34.0,4.0,26.0,77.0,46.0,57.0,80.0,5.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,4.0,4.0,17.0,7.0,0.5882352941176471
63.0,12.0,60.0,6.0,9.0,20.0,1.0,22.0,9.0,44.0,36.0,68.0,55.0,55.0,55.0,65.0,62.0,64.0,48.0,71.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,4.0,4.0,18.0,7.0,0.6111111111111112
82.0,51.0,20.0,109.0,60.0,24.0,18.0,12.0,47.0,8.0,1.0,68.0,27.0,45.0,44.0,68.0,84.0,12.0,52.0,86.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,4.0,4.0,19.0,7.0,0.631578947368421
83.0,27.0,6.0,80.0,65.0,1.0,9.0,18.0,38.0,18.0,44.0,59.0,60.0,75.0,68.0,65.0,20.0,49.0,44.0,11.0,5.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,4.0,4.0,20.0,8.0,0.6
71.0,11.0,6.0,73.0,38.0,34.0,43.0,74.0,29.0,64.0,78.0,38.0,38.0,41.0,43.0,65.0,69.0,80.0,55.0,4.0,1.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,4.0,4.0,21.0,9.0,0.5714285714285714
89.0,52.0,88.0,96.0,53.0,33.0,12.0,91.0,18.0,55.0,83.0,52.0,11.0,59.0,78.0,30.0,52.0,22.0,59.0,86.0,10.0,1,0.7580109517572741,F,5.5,1.0,3,0.7580109517572741,5.0,5.0,21.0,9.0,0.5714285714285714
86.0,2.0,16.0,17.0,13.0,33.0,92.0,6.0,53.0,55.0,78.0,68.0,30.0,45.0,16.0,12.0,51.0,49.0,34.0,7.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,5.0,5.0,22.0,9.0,0.5909090909090908
18.0,30.0,17.0,11.0,41.0,1.0,9.0,50.0,78.0,42.0,69.0,6.0,31.0,48.0,78.0,52.0,18.0,73.0,56.0,50.0,10.0,1,0.7580109517572741,F,5.5,1.0,3,0.7580109517572741,6.0,6.0,22.0,9.0,0.5909090909090908
96.0,40.0,76.0,49.0,9.0,4.0,50.0,57.0,79.0,64.0,70.0,33.0,43.0,29.0,21.0,10.0,64.0,67.0,35.0,74.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,6.0,6.0,23.0,9.0,0.6086956521739131
20.0,7.0,30.0,8.0,13.0,30.0,47.0,32.0,52.0,22.0,80.0,52.0,71.0,32.0,20.0,49.0,77.0,57.0,34.0,75.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,6.0,6.0,24.0,9.0,0.625
7.0,3.0,50.0,90.0,27.0,25.0,8.0,44.0,61.0,16.0,73.0,60.0,67.0,19.0,48.0,30.0,45.0,67.0,35.0,74.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,6.0,6.0,25.0,9.0,0.64
80.0,31.0,66.0,107.0,58.0,26.0,31.0,78.0,69.0,41.0,15.0,63.0,51.0,17.0,60.0,27.0,64.0,20.0,34.0,82.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,6.0,6.0,26.0,9.0,0.6538461538461539
18.0,51.0,56.0,16.0,65.0,26.0,66.0,23.0,79.0,16.0,66.0,32.0,69.0,79.0,66.0,2.0,32.0,71.0,44.0,54.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,6.0,6.0,27.0,9.0,0.6666666666666667
16.0,9.0,34.0,95.0,30.0,17.0,4.0,28.0,46.0,34.0,65.0,46.0,59.0,22.0,1.0,25.0,41.0,14.0,36.0,54.0,10.0,1,0.7580109517572741,F,5.5,1.0,3,0.7580109517572741,7.0,7.0,27.0,9.0,0.6666666666666667
18.0,49.0,58.0,34.0,53.0,45.0,27.0,3.0,68.0,61.0,51.0,28.0,50.0,10.0,33.0,72.0,18.0,25.0,56.0,31.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,7.0,7.0,28.0,9.0,0.6785714285714286
30.0,66.0,74.0,53.0,60.0,26.0,83.0,18.0,21.0,49.0,86.0,37.0,5.0,13.0,44.0,63.0,4.0,6.0,57.0,21.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,7.0,7.0,29.0,9.0,0.6896551724137931
65.0,38.0,14.0,95.0,47.0,47.0,18.0,64.0,15.0,27.0,86.0,69.0,16.0,78.0,54.0,12.0,15.0,51.0,34.0,86.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,7.0,7.0,30.0,9.0,0.7
98.0,23.0,41.0,88.0,69.0,47.0,20.0,66.0,85.0,52.0,66.0,65.0,48.0,3.0,70.0,70.0,53.0,15.0,52.0,80.0,5.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,7.0,7.0,31.0,9.0,0.7096774193548387
57.0,7.0,6.0,88.0,65.0,2.0,42.0,37.0,58.0,3.0,57.0,68.0,16.0,27.0,59.0,42.0,51.0,20.0,40.0,34.0,5.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,7.0,7.0,32.0,9.0,0.71875
68.0,7.0,58.0,109.0,69.0,1.0,12.0,48.0,74.0,43.0,30.0,77.0,6.0,18.0,3.0,27.0,84.0,64.0,48.0,21.0,10.0,1,0.7580109517572741,F,5.5,1.0,3,0.7580109517572741,8.0,8.0,32.0,9.0,0.71875
26.0,25.0,45.0,67.0,53.0,10.0,42.0,30.0,31.0,64.0,40.0,41.0,55.0,23.0,48.0,31.0,38.0,59.0,56.0,3.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,8.0,8.0,33.0,9.0,0.7272727272727273
98.0,28.0,76.0,49.0,49.0,1.0,56.0,6.0,27.0,5.0,23.0,45.0,74.0,27.0,63.0,37.0,69.0,32.0,40.0,93.0,1.0,0,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,8.0,8.0,34.0,9.0,0.7352941176470589
87.0,9.0,6.0,105.0,11.0,1.0,50.0,53.0,15.0,20.0,52.0,79.0,43.0,36.0,48.0,58.0,10.0,12.0,56.0,22.0,1.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,8.0,8.0,35.0,10.0,0.7142857142857143
44.0,44.0,4.0,106.0,54.0,17.0,86.0,26.0,85.0,71.0,5.0,22.0,73.0,10.0,74.0,40.0,9.0,87.0,31.0,15.0,1.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,8.0,8.0,36.0,11.0,0.6944444444444444
10.0,5.0,24.0,105.0,6.0,1.0,82.0,93.0,47.0,55.0,58.0,62.0,2.0,3.0,55.0,27.0,15.0,80.0,22.0,77.0,1.0,1,0.7580109517572741,F,5.5,0.0,3,0.7580109517572741,8.0,8.0,37.0,12.0,0.6756756756756757
