AUC,FolderNbr
30.078513472222237,1.0
29.28765202777782,2.0
28.79034483333332,3.0
28.103256833333333,4.0
27.441246638888906,7.0
27.260600416666666,5.0
27.030588055555576,8.0
26.88918458333334,6.0
26.57833266666667,9.0
26.06245833333333,10.0
25.906009555555567,11.0
25.387816138888876,12.0
24.960486083333336,13.0
24.837070527777776,16.0
24.336527472222237,14.0
24.115934444444456,15.0
23.751720583333338,20.0
23.51577300000001,21.0
23.48624891666666,18.0
23.396747722222226,17.0
23.289280666666656,19.0
23.020149,22.0
22.963180555555567,23.0
22.76773283333332,24.0
22.61741683333333,25.0
22.32365725,28.0
22.102398666666662,29.0
22.080817916666682,26.0
22.064281250000004,27.0
21.873868611111103,30.0
21.718979416666663,31.0
21.544546833333346,32.0
21.46141749999999,35.0
21.318424749999995,33.0
21.080389416666662,36.0
21.071892638888905,37.0
20.932605861111128,34.0
20.92238961111112,41.0
20.87712138888889,39.0
20.86193997222223,40.0
20.774260444444447,42.0
20.751585333333335,43.0
20.73601191666668,46.0
20.633935444444443,44.0
20.56829461111111,47.0
20.566923972222224,49.0
20.49866808333332,38.0
20.45777391666668,45.0
20.40681480555556,50.0
20.26332750000001,48.0
