X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,F,Y,Improvement,TREATMENT_NAME,MinTreatment,FollowRec,GroupId,ABS_Improvement,Total_Nbr_Follow_Rec,Total_Y_Follow_Rec,Total_Nbr_Not_Follow_Rec,Total_Y_Not_Follow_Rec,UPLIFT
69.0,72.0,81.0,112.0,15.0,28.0,58.0,93.0,79.0,26.0,28.0,49.0,11.0,11.0,20.0,37.0,35.0,72.0,50.0,74.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,0.0,0.0,1.0,0.0,0.0
57.0,4.0,86.0,105.0,25.0,31.0,58.0,18.0,74.0,8.0,21.0,8.0,73.0,75.0,46.0,27.0,33.0,89.0,48.0,89.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,0.0,0.0,2.0,0.0,0.0
84.0,43.0,37.0,42.0,10.0,1.0,33.0,59.0,13.0,46.0,42.0,3.0,11.0,15.0,61.0,27.0,14.0,90.0,22.0,22.0,6.0,1,0.7474979542161726,F,5.5,1.0,4,0.7474979542161726,1.0,1.0,2.0,0.0,1.0
96.0,25.0,36.0,14.0,13.0,87.0,6.0,63.0,72.0,52.0,19.0,33.0,5.0,70.0,73.0,1.0,58.0,56.0,51.0,48.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,1.0,1.0,3.0,0.0,1.0
88.0,9.0,25.0,82.0,41.0,1.0,92.0,76.0,74.0,51.0,45.0,17.0,5.0,32.0,28.0,28.0,38.0,51.0,26.0,68.0,5.0,1,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,1.0,1.0,4.0,1.0,0.75
39.0,30.0,25.0,107.0,9.0,52.0,13.0,15.0,5.0,42.0,8.0,71.0,43.0,37.0,77.0,65.0,68.0,32.0,41.0,86.0,10.0,1,0.7474979542161726,F,5.5,1.0,4,0.7474979542161726,2.0,2.0,4.0,1.0,0.75
18.0,12.0,47.0,102.0,15.0,42.0,50.0,63.0,54.0,52.0,83.0,45.0,42.0,75.0,33.0,37.0,32.0,57.0,39.0,22.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,5.0,1.0,0.8
28.0,25.0,76.0,93.0,44.0,55.0,27.0,42.0,7.0,19.0,50.0,52.0,11.0,38.0,76.0,2.0,84.0,85.0,57.0,22.0,5.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,6.0,1.0,0.8333333333333334
98.0,44.0,7.0,109.0,49.0,40.0,20.0,91.0,47.0,24.0,83.0,31.0,31.0,29.0,32.0,42.0,79.0,62.0,37.0,21.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,7.0,1.0,0.8571428571428572
7.0,3.0,50.0,90.0,27.0,25.0,8.0,44.0,61.0,16.0,73.0,60.0,67.0,19.0,48.0,30.0,45.0,67.0,35.0,74.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,8.0,1.0,0.875
20.0,7.0,30.0,8.0,13.0,30.0,47.0,32.0,52.0,22.0,80.0,52.0,71.0,32.0,20.0,49.0,77.0,57.0,34.0,75.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,9.0,1.0,0.8888888888888888
14.0,29.0,50.0,29.0,53.0,51.0,2.0,18.0,18.0,28.0,76.0,9.0,16.0,67.0,43.0,23.0,9.0,32.0,44.0,39.0,1.0,1,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,10.0,2.0,0.8
96.0,40.0,76.0,49.0,9.0,4.0,50.0,57.0,79.0,64.0,70.0,33.0,43.0,29.0,21.0,10.0,64.0,67.0,35.0,74.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,11.0,2.0,0.8181818181818181
71.0,30.0,58.0,49.0,27.0,11.0,47.0,50.0,1.0,55.0,72.0,70.0,33.0,29.0,53.0,1.0,62.0,71.0,57.0,22.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,12.0,2.0,0.8333333333333334
2.0,30.0,76.0,57.0,13.0,1.0,8.0,75.0,21.0,47.0,28.0,68.0,73.0,44.0,59.0,32.0,43.0,32.0,26.0,97.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,13.0,2.0,0.8461538461538461
24.0,23.0,25.0,73.0,54.0,37.0,43.0,32.0,35.0,27.0,40.0,17.0,16.0,77.0,61.0,65.0,58.0,67.0,57.0,62.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,14.0,2.0,0.8571428571428572
85.0,12.0,47.0,59.0,7.0,1.0,86.0,53.0,16.0,6.0,51.0,49.0,52.0,5.0,68.0,65.0,56.0,64.0,51.0,48.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,15.0,2.0,0.8666666666666667
18.0,46.0,76.0,6.0,40.0,51.0,58.0,44.0,74.0,41.0,67.0,73.0,73.0,55.0,13.0,65.0,32.0,80.0,40.0,22.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,16.0,2.0,0.875
80.0,31.0,66.0,107.0,58.0,26.0,31.0,78.0,69.0,41.0,15.0,63.0,51.0,17.0,60.0,27.0,64.0,20.0,34.0,82.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,17.0,2.0,0.8823529411764706
89.0,39.0,27.0,85.0,16.0,53.0,9.0,90.0,44.0,16.0,86.0,14.0,55.0,34.0,22.0,16.0,29.0,67.0,47.0,79.0,1.0,1,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,18.0,3.0,0.8333333333333334
50.0,1.0,80.0,106.0,25.0,40.0,40.0,90.0,47.0,2.0,24.0,12.0,68.0,77.0,14.0,4.0,62.0,9.0,53.0,21.0,1.0,1,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,2.0,2.0,19.0,4.0,0.7894736842105263
98.0,70.0,90.0,90.0,11.0,10.0,92.0,36.0,37.0,28.0,40.0,50.0,50.0,55.0,70.0,25.0,20.0,20.0,56.0,70.0,9.0,1,0.7474979542161726,F,5.5,1.0,4,0.7474979542161726,3.0,3.0,19.0,4.0,0.7894736842105263
29.0,29.0,60.0,32.0,53.0,11.0,39.0,91.0,37.0,69.0,51.0,38.0,55.0,32.0,19.0,65.0,9.0,78.0,22.0,21.0,1.0,1,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,3.0,3.0,20.0,5.0,0.75
26.0,3.0,2.0,69.0,23.0,55.0,6.0,63.0,5.0,3.0,34.0,75.0,12.0,77.0,76.0,70.0,46.0,5.0,40.0,22.0,5.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,3.0,3.0,21.0,5.0,0.7619047619047619
31.0,11.0,18.0,49.0,40.0,89.0,15.0,13.0,5.0,12.0,57.0,68.0,6.0,77.0,20.0,59.0,33.0,53.0,57.0,25.0,8.0,0,0.7474979542161726,F,5.5,1.0,4,0.7474979542161726,4.0,3.0,21.0,5.0,0.5119047619047619
69.0,43.0,57.0,38.0,25.0,89.0,56.0,93.0,35.0,2.0,74.0,37.0,42.0,29.0,75.0,21.0,66.0,9.0,34.0,50.0,10.0,1,0.7474979542161726,F,5.5,1.0,4,0.7474979542161726,5.0,4.0,21.0,5.0,0.5619047619047619
71.0,2.0,2.0,70.0,15.0,73.0,56.0,76.0,47.0,29.0,7.0,28.0,55.0,34.0,57.0,65.0,10.0,10.0,41.0,57.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,5.0,4.0,22.0,5.0,0.5727272727272728
45.0,24.0,41.0,85.0,21.0,42.0,6.0,89.0,12.0,51.0,17.0,50.0,74.0,67.0,74.0,51.0,18.0,75.0,48.0,25.0,4.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,5.0,4.0,23.0,5.0,0.582608695652174
46.0,2.0,6.0,42.0,8.0,40.0,92.0,32.0,25.0,46.0,86.0,60.0,18.0,51.0,70.0,42.0,53.0,67.0,42.0,34.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,5.0,4.0,24.0,5.0,0.5916666666666667
35.0,61.0,50.0,42.0,25.0,1.0,47.0,73.0,3.0,2.0,83.0,67.0,17.0,75.0,66.0,8.0,63.0,71.0,29.0,67.0,1.0,1,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,5.0,4.0,25.0,6.0,0.56
77.0,57.0,47.0,57.0,49.0,28.0,69.0,93.0,31.0,20.0,60.0,52.0,49.0,36.0,77.0,37.0,84.0,56.0,29.0,17.0,10.0,1,0.7474979542161726,F,5.5,1.0,4,0.7474979542161726,6.0,5.0,25.0,6.0,0.5933333333333334
83.0,57.0,47.0,79.0,13.0,43.0,70.0,3.0,20.0,4.0,37.0,65.0,44.0,47.0,33.0,37.0,12.0,14.0,40.0,22.0,1.0,1,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,6.0,5.0,26.0,7.0,0.5641025641025641
96.0,36.0,18.0,89.0,27.0,50.0,9.0,89.0,53.0,39.0,3.0,12.0,55.0,32.0,67.0,37.0,23.0,12.0,38.0,68.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,6.0,5.0,27.0,7.0,0.5740740740740742
79.0,62.0,20.0,84.0,4.0,65.0,6.0,34.0,5.0,7.0,20.0,68.0,56.0,5.0,63.0,65.0,33.0,55.0,37.0,74.0,1.0,0,0.7474979542161726,F,5.5,0.0,4,0.7474979542161726,6.0,5.0,28.0,7.0,0.5833333333333334
