X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,F,Y,Improvement,TREATMENT_NAME,MinTreatment,FollowRec,GroupId,ABS_Improvement,Total_Nbr_Follow_Rec,Total_Y_Follow_Rec,Total_Nbr_Not_Follow_Rec,Total_Y_Not_Follow_Rec,UPLIFT
8.0,13.0,62.0,95.0,40.0,73.0,43.0,39.0,47.0,21.0,57.0,47.0,50.0,38.0,16.0,11.0,50.0,34.0,56.0,63.0,5.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,0.0,0.0,1.0,0.0,0.0
98.0,33.0,14.0,90.0,25.0,53.0,6.0,90.0,13.0,28.0,23.0,52.0,63.0,71.0,72.0,68.0,19.0,49.0,48.0,7.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,0.0,0.0,2.0,0.0,0.0
98.0,70.0,90.0,90.0,11.0,10.0,92.0,36.0,37.0,28.0,40.0,50.0,50.0,55.0,70.0,25.0,20.0,20.0,56.0,70.0,9.0,1,0.7122201193587612,F,6.5,1.0,5,0.7122201193587612,1.0,1.0,2.0,0.0,1.0
5.0,49.0,2.0,14.0,8.0,2.0,41.0,28.0,15.0,35.0,78.0,17.0,55.0,37.0,21.0,65.0,49.0,38.0,62.0,74.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,1.0,1.0,3.0,0.0,1.0
85.0,7.0,77.0,67.0,27.0,53.0,56.0,20.0,5.0,2.0,86.0,55.0,53.0,4.0,60.0,1.0,76.0,56.0,31.0,25.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,1.0,1.0,4.0,0.0,1.0
28.0,9.0,79.0,63.0,2.0,41.0,76.0,63.0,63.0,32.0,68.0,71.0,53.0,77.0,20.0,33.0,54.0,14.0,40.0,75.0,4.0,1,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,1.0,1.0,5.0,1.0,0.8
36.0,22.0,16.0,79.0,69.0,78.0,50.0,48.0,85.0,60.0,32.0,12.0,33.0,48.0,69.0,48.0,43.0,50.0,31.0,12.0,10.0,1,0.7122201193587612,F,6.5,1.0,5,0.7122201193587612,2.0,2.0,5.0,1.0,0.8
79.0,20.0,41.0,112.0,56.0,2.0,41.0,55.0,21.0,20.0,80.0,12.0,68.0,75.0,18.0,42.0,67.0,25.0,18.0,72.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,2.0,2.0,6.0,1.0,0.8333333333333334
74.0,49.0,67.0,64.0,46.0,28.0,56.0,29.0,18.0,31.0,17.0,33.0,63.0,32.0,47.0,65.0,34.0,24.0,72.0,2.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,2.0,2.0,7.0,1.0,0.8571428571428572
85.0,48.0,59.0,111.0,53.0,31.0,14.0,29.0,63.0,28.0,63.0,17.0,16.0,1.0,17.0,8.0,26.0,71.0,22.0,18.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,2.0,2.0,8.0,1.0,0.875
98.0,42.0,25.0,103.0,60.0,10.0,58.0,41.0,54.0,10.0,55.0,45.0,55.0,25.0,65.0,11.0,62.0,56.0,38.0,38.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,2.0,2.0,9.0,1.0,0.8888888888888888
80.0,3.0,86.0,36.0,29.0,57.0,33.0,89.0,81.0,52.0,55.0,45.0,55.0,11.0,52.0,12.0,48.0,19.0,66.0,1.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,2.0,2.0,10.0,1.0,0.9
80.0,28.0,71.0,14.0,42.0,14.0,41.0,18.0,83.0,64.0,34.0,11.0,18.0,39.0,32.0,8.0,1.0,56.0,74.0,63.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,2.0,2.0,11.0,1.0,0.9090909090909091
33.0,51.0,19.0,84.0,13.0,89.0,81.0,50.0,60.0,6.0,3.0,28.0,38.0,11.0,71.0,8.0,6.0,32.0,70.0,86.0,1.0,1,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,2.0,2.0,12.0,2.0,0.8333333333333334
29.0,59.0,88.0,73.0,60.0,1.0,76.0,63.0,50.0,1.0,49.0,79.0,68.0,64.0,44.0,65.0,80.0,32.0,72.0,43.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,2.0,2.0,13.0,2.0,0.8461538461538461
100.0,40.0,60.0,79.0,44.0,41.0,71.0,93.0,85.0,52.0,81.0,22.0,71.0,27.0,74.0,1.0,33.0,71.0,48.0,80.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,2.0,2.0,14.0,2.0,0.8571428571428572
44.0,8.0,76.0,49.0,44.0,42.0,71.0,63.0,44.0,26.0,21.0,68.0,41.0,47.0,3.0,63.0,85.0,42.0,40.0,21.0,10.0,1,0.7122201193587612,F,6.5,1.0,5,0.7122201193587612,3.0,3.0,14.0,2.0,0.8571428571428572
70.0,65.0,32.0,109.0,30.0,76.0,20.0,48.0,37.0,42.0,64.0,38.0,37.0,30.0,17.0,65.0,28.0,56.0,69.0,48.0,1.0,1,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,3.0,3.0,15.0,3.0,0.8
56.0,51.0,56.0,90.0,8.0,1.0,57.0,50.0,52.0,20.0,32.0,17.0,49.0,5.0,5.0,31.0,71.0,38.0,27.0,29.0,10.0,1,0.7122201193587612,F,6.5,1.0,5,0.7122201193587612,4.0,4.0,15.0,3.0,0.8
24.0,9.0,25.0,42.0,8.0,78.0,7.0,63.0,12.0,42.0,32.0,17.0,16.0,32.0,66.0,2.0,62.0,62.0,73.0,86.0,1.0,1,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,4.0,4.0,16.0,4.0,0.75
31.0,30.0,63.0,107.0,10.0,55.0,92.0,46.0,5.0,64.0,19.0,7.0,31.0,4.0,61.0,70.0,65.0,14.0,32.0,59.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,4.0,4.0,17.0,4.0,0.7647058823529411
14.0,3.0,28.0,72.0,42.0,1.0,36.0,50.0,35.0,42.0,42.0,68.0,16.0,37.0,3.0,42.0,6.0,66.0,63.0,79.0,10.0,1,0.7122201193587612,F,6.5,1.0,5,0.7122201193587612,5.0,5.0,17.0,4.0,0.7647058823529411
81.0,72.0,65.0,78.0,15.0,76.0,58.0,32.0,85.0,2.0,23.0,8.0,50.0,27.0,22.0,70.0,56.0,76.0,34.0,18.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,5.0,5.0,18.0,4.0,0.7777777777777778
96.0,44.0,11.0,104.0,30.0,51.0,48.0,26.0,85.0,12.0,63.0,30.0,53.0,44.0,53.0,32.0,33.0,67.0,48.0,68.0,8.0,1,0.7122201193587612,F,6.5,1.0,5,0.7122201193587612,6.0,6.0,18.0,4.0,0.7777777777777778
10.0,57.0,16.0,85.0,25.0,47.0,29.0,53.0,50.0,46.0,86.0,45.0,55.0,64.0,74.0,34.0,19.0,32.0,35.0,22.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,6.0,6.0,19.0,4.0,0.7894736842105263
63.0,30.0,5.0,80.0,53.0,20.0,18.0,63.0,14.0,51.0,32.0,26.0,43.0,51.0,47.0,63.0,76.0,59.0,30.0,48.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,6.0,6.0,20.0,4.0,0.8
26.0,57.0,76.0,32.0,44.0,33.0,84.0,44.0,78.0,26.0,86.0,14.0,57.0,32.0,74.0,22.0,71.0,56.0,18.0,82.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,6.0,6.0,21.0,4.0,0.8095238095238095
79.0,27.0,88.0,102.0,4.0,64.0,52.0,59.0,66.0,5.0,57.0,14.0,55.0,20.0,1.0,37.0,14.0,24.0,34.0,83.0,10.0,1,0.7122201193587612,F,6.5,1.0,5,0.7122201193587612,7.0,7.0,21.0,4.0,0.8095238095238095
58.0,11.0,25.0,90.0,20.0,89.0,67.0,76.0,85.0,2.0,23.0,38.0,16.0,1.0,41.0,37.0,52.0,38.0,22.0,61.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,7.0,7.0,22.0,4.0,0.8181818181818181
95.0,18.0,50.0,102.0,65.0,63.0,3.0,43.0,63.0,10.0,65.0,76.0,36.0,47.0,8.0,9.0,79.0,17.0,56.0,22.0,7.0,0,0.7122201193587612,F,6.5,1.0,5,0.7122201193587612,8.0,7.0,22.0,4.0,0.6931818181818181
85.0,3.0,50.0,105.0,58.0,2.0,49.0,91.0,61.0,46.0,51.0,45.0,42.0,77.0,46.0,12.0,57.0,32.0,73.0,20.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,8.0,7.0,23.0,4.0,0.7010869565217391
61.0,61.0,17.0,58.0,58.0,55.0,90.0,71.0,41.0,10.0,63.0,55.0,43.0,64.0,5.0,26.0,1.0,56.0,53.0,14.0,10.0,1,0.7122201193587612,F,6.5,1.0,5,0.7122201193587612,9.0,8.0,23.0,4.0,0.714975845410628
91.0,67.0,36.0,41.0,53.0,31.0,18.0,66.0,6.0,35.0,3.0,39.0,73.0,43.0,55.0,2.0,48.0,36.0,26.0,74.0,1.0,0,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,9.0,8.0,24.0,4.0,0.7222222222222222
9.0,45.0,76.0,37.0,53.0,32.0,30.0,41.0,47.0,52.0,5.0,46.0,63.0,36.0,20.0,42.0,44.0,14.0,21.0,37.0,1.0,1,0.7122201193587612,F,6.5,0.0,5,0.7122201193587612,9.0,8.0,25.0,5.0,0.6888888888888889
