AUC,FolderNbr
30.430578499999992,1.0
29.18728241666668,2.0
28.480076166666667,3.0
27.90297986111111,5.0
27.889861222222212,4.0
27.356477416666667,6.0
26.877110888888907,8.0
26.57589644444445,7.0
26.158894166666666,9.0
25.899837499999993,10.0
25.848192194444426,12.0
25.46782738888893,11.0
24.60445502777777,13.0
24.568318222222235,14.0
24.471305250000025,15.0
24.335266388888883,16.0
23.8642436111111,17.0
23.23050588888888,23.0
23.14590191666667,24.0
23.047987916666674,18.0
23.041187944444456,21.0
22.98172308333332,19.0
22.93212099999999,22.0
22.50657324999998,20.0
22.49409833333333,25.0
21.890025972222233,26.0
21.731377888888886,32.0
21.714494916666695,31.0
21.704816611111134,30.0
21.602221138888915,35.0
21.55582141666668,27.0
21.21247238888887,34.0
21.104909250000006,38.0
21.029484333333333,37.0
21.000630972222215,33.0
20.940816,28.0
20.930163472222226,29.0
20.909695166666666,36.0
20.886945916666672,44.0
20.83503308333334,39.0
20.59131705555554,43.0
20.553978166666663,45.0
20.44377075,40.0
20.41961808333332,46.0
20.386620833333346,41.0
20.37013733333332,50.0
20.222099222222223,42.0
20.174838972222222,47.0
20.17239158333334,48.0
19.974788916666668,49.0
